Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude
13,Basavanagudi,39,12.89678286,77.64225223
12,BTM Layout,84,12.96592057,77.630075
9,Malleshwaram,21,12.97622785,77.60635978
3,Marathahalli,47,12.93870585,77.67118046
11,Yelahanka,2,13.02387477,77.70378367
10,Whitefield,44,12.8959661,77.74969007
1,Marathahalli,30,12.97758494,77.58965316
17,Jayanagar,128,12.97503174,77.74848699
13,Basavanagudi,55,13.05594661,77.66914982
14,BTM Layout,40,13.08174205,77.64720253
1,BTM Layout,97,13.01581647,77.64190492
2,Jayanagar,92,12.9263429,77.72322329
2,HSR Layout,24,13.02240275,77.73438029
7,Indiranagar,170,12.91284278,77.503548
9,Whitefield,28,13.0916361,77.59802715
4,Jayanagar,117,13.05559053,77.73243496
2,Jayanagar,105,12.95779756,77.56463385
19,Yelahanka,93,13.04608588,77.51980296
5,Marathahalli,98,12.95216391,77.48079595
9,Jayanagar,179,12.86865254,77.62916528
13,HSR Layout,150,13.02669222,77.66008185
12,Jayanagar,89,12.95115346,77.5086644
19,Jayanagar,78,13.08257995,77.65209143
9,Marathahalli,74,12.9266403,77.71988576
10,Jayanagar,136,13.06083321,77.52307384
19,HSR Layout,14,13.02010946,77.48659997
10,Marathahalli,45,13.06333115,77.70062719
12,Koramangala,38,12.92297047,77.72493393
14,Malleshwaram,160,12.96533635,77.51445858
8,Malleshwaram,62,13.05578225,77.66641416
16,Indiranagar,96,13.0109547,77.62727584
17,Whitefield,67,12.93998047,77.52175894
20,BTM Layout,61,12.97799891,77.69709731
4,Yelahanka,13,13.09902452,77.59113122
6,HSR Layout,119,13.035462,77.66010016
12,Malleshwaram,87,13.00363066,77.54042685
18,Koramangala,83,13.05697785,77.69473448
7,HSR Layout,80,12.96050758,77.52928579
5,Marathahalli,47,13.087516,77.55943617
10,Koramangala,111,12.98800531,77.56744076
6,HSR Layout,114,12.93171804,77.51192805
14,Malleshwaram,54,12.87150499,77.71231083
6,BTM Layout,71,12.9439238,77.48404635
14,Basavanagudi,180,12.99215959,77.61893872
12,Yelahanka,72,13.02581203,77.69424525
12,Yelahanka,25,13.06877917,77.62427148
8,HSR Layout,23,13.08599021,77.54806895
10,Malleshwaram,158,12.87561346,77.68440652
16,Koramangala,11,13.00022625,77.59975322
20,Malleshwaram,163,13.01664741,77.49890385
8,Malleshwaram,27,12.89301595,77.54505898
9,Jayanagar,117,12.98640017,77.62758195
13,Basavanagudi,67,12.93370841,77.64763295
20,Jayanagar,47,12.86935433,77.61443963
17,Koramangala,178,12.8664665,77.53160283
19,Basavanagudi,8,13.03980325,77.62812579
17,Malleshwaram,183,13.00386386,77.54973546
7,BTM Layout,77,13.02878042,77.51747632
1,Koramangala,170,13.02131954,77.7336586
20,HSR Layout,67,12.88357807,77.54446202
14,HSR Layout,148,12.88789131,77.55068614
17,HSR Layout,173,12.91312093,77.71903294
13,Whitefield,35,12.94977515,77.49280789
2,Basavanagudi,77,13.08479406,77.62537846
14,Malleshwaram,148,13.01847309,77.68511319
1,Malleshwaram,24,12.91379298,77.53209963
5,Basavanagudi,185,12.86399603,77.70322432
7,Jayanagar,55,13.02105598,77.68089469
19,HSR Layout,137,13.00632962,77.59582822
14,Jayanagar,94,13.01894085,77.48561471
14,Jayanagar,144,12.91529491,77.74103215
15,HSR Layout,183,12.9792408,77.63726907
5,Marathahalli,58,12.9404257,77.60512952
5,Malleshwaram,64,13.05442473,77.71563488
2,Whitefield,76,12.86734917,77.57640686
18,HSR Layout,115,12.91886045,77.61909241
9,BTM Layout,49,13.00073844,77.7075239
10,HSR Layout,29,12.90130594,77.56789165
18,Yelahanka,118,13.01817836,77.68171747
4,Yelahanka,82,12.88419313,77.52684133
8,Koramangala,7,12.85570307,77.66070953
18,Marathahalli,77,13.06587363,77.60313046
20,HSR Layout,122,12.9333611,77.49947204
17,Malleshwaram,69,12.88921225,77.49080224
16,Marathahalli,90,12.89317726,77.58730646
18,Malleshwaram,2,13.07147385,77.66325413
7,Basavanagudi,161,13.01360785,77.6309888
1,Marathahalli,176,13.08908657,77.70641751
1,Indiranagar,37,13.05001008,77.56689849
18,Indiranagar,89,13.04188567,77.70309264
4,Koramangala,127,12.97495516,77.46110854
20,Marathahalli,103,13.05520122,77.55974138
20,Indiranagar,30,12.95316313,77.47189492
4,Indiranagar,41,13.05675012,77.72577325
6,BTM Layout,4,13.03943532,77.59259365
3,Yelahanka,83,13.01960966,77.54484693
6,Whitefield,111,12.93242905,77.59774631
13,Jayanagar,167,13.00767791,77.60985382
7,HSR Layout,24,12.97669691,77.70386974
4,Indiranagar,50,12.96538572,77.61272832
1,Jayanagar,37,13.09756158,77.57941443
6,Jayanagar,181,12.97609946,77.73840633
5,Marathahalli,25,12.85799655,77.74056744
13,Marathahalli,93,13.00661697,77.46152504
19,HSR Layout,125,13.03200271,77.66205373
4,Yelahanka,31,13.07129597,77.56152742
6,Basavanagudi,92,13.00817118,77.6525599
13,Jayanagar,38,12.85486428,77.64107672
5,Basavanagudi,127,12.87993608,77.54903135
13,Yelahanka,58,12.89031001,77.74599762
10,Koramangala,181,12.90281534,77.55713284
3,Whitefield,114,13.04994422,77.63959448
13,HSR Layout,50,12.92744001,77.69401592
12,BTM Layout,132,12.92809058,77.49363949
4,Yelahanka,92,13.03889686,77.54017052
10,Indiranagar,180,12.95310914,77.50969182
3,Basavanagudi,159,12.86615988,77.68454673
17,Koramangala,78,12.99628161,77.69036256
9,Malleshwaram,142,12.88251692,77.52678316
1,Basavanagudi,129,12.99291607,77.45123906
18,Jayanagar,43,13.04490953,77.57700515
9,Basavanagudi,118,13.08237241,77.65614128
20,BTM Layout,59,12.86676315,77.63675065
9,Yelahanka,61,12.92599165,77.58370994
2,Indiranagar,41,13.013116,77.54058249
19,Indiranagar,18,12.92886325,77.5923162
16,Malleshwaram,188,12.9627564,77.45453084
3,Marathahalli,197,12.85502272,77.47216119
16,Jayanagar,79,13.0233745,77.49880304
13,Yelahanka,187,13.07082003,77.63762161
3,Basavanagudi,170,13.09421491,77.51563976
10,Malleshwaram,164,13.05763334,77.57701368
18,Whitefield,168,12.85794407,77.63642325
6,BTM Layout,30,13.01296349,77.69917304
6,Marathahalli,102,12.97391481,77.61489696
18,Marathahalli,11,13.08447387,77.50313795
6,Koramangala,124,13.07553472,77.73552186
6,Koramangala,153,13.09701154,77.47700454
13,Whitefield,173,13.06548356,77.56013579
14,Malleshwaram,179,12.98672303,77.72639718
7,HSR Layout,171,13.02872513,77.63070004
13,BTM Layout,66,13.09116931,77.64879568
15,Malleshwaram,99,12.99452918,77.54050779
12,Jayanagar,175,13.0599948,77.47356157
1,BTM Layout,24,13.08555247,77.55972829
3,Marathahalli,77,12.99263442,77.57064721
18,Marathahalli,165,12.88978856,77.53108171
8,Jayanagar,128,12.88889085,77.51464562
2,HSR Layout,184,12.87882929,77.55665261
4,Whitefield,94,12.9690808,77.64182506
18,Koramangala,87,12.97003539,77.73471042
13,Marathahalli,124,13.0043428,77.66113422
15,HSR Layout,46,12.9707182,77.68388093
2,Yelahanka,156,13.09326375,77.54182009
10,BTM Layout,93,12.92282771,77.48140774
2,Whitefield,180,13.06845416,77.53745406
12,Malleshwaram,15,12.87508261,77.57079626
5,HSR Layout,173,13.00047942,77.6569644
12,Whitefield,58,13.0120813,77.73180757
1,HSR Layout,195,13.04305753,77.69278775
2,Yelahanka,72,12.97575555,77.52992009
16,Indiranagar,98,12.89930657,77.6960902
2,Jayanagar,73,12.9422494,77.57352403
16,Indiranagar,81,12.91804038,77.50263165
20,Whitefield,169,12.95477638,77.58837605
16,Indiranagar,65,12.98249208,77.61896616
6,HSR Layout,168,13.00626757,77.67902153
13,HSR Layout,5,13.06128049,77.55496895
12,Indiranagar,28,13.07750258,77.4940338
10,Jayanagar,38,12.96564532,77.47830606
5,Jayanagar,81,12.87216786,77.4837338
8,Yelahanka,87,13.0492663,77.73500703
6,HSR Layout,146,12.96928943,77.73552538
5,Whitefield,37,12.98661165,77.74062693
20,BTM Layout,155,12.99894853,77.54074666
6,Jayanagar,25,13.01696694,77.50748433
17,Basavanagudi,197,13.07252522,77.74427434
6,Jayanagar,83,13.08803655,77.74647923
17,Yelahanka,27,13.08504233,77.47350513
5,BTM Layout,77,13.05236591,77.67575843
17,Koramangala,182,13.07231056,77.53659919
17,Basavanagudi,135,12.86241369,77.72278962
13,Jayanagar,90,13.06227817,77.4767675
7,Indiranagar,27,12.86806631,77.71657332
6,HSR Layout,122,13.03654848,77.45078638
14,Basavanagudi,59,12.89234091,77.60659336
16,Jayanagar,72,12.94002761,77.55066915
3,HSR Layout,159,12.89604592,77.57820013
9,Whitefield,91,12.96086541,77.58013537
15,BTM Layout,68,12.95293686,77.64608095
18,Marathahalli,106,12.86201571,77.45692914
10,Yelahanka,4,13.05762449,77.65740923
10,Koramangala,146,13.06354662,77.45665944
3,Indiranagar,63,13.04687681,77.50558213
1,Basavanagudi,87,13.06190165,77.6320225
3,Koramangala,180,13.03771976,77.47593123
5,Yelahanka,111,13.08437111,77.7472711
7,Koramangala,191,12.99409806,77.68531523
3,BTM Layout,173,12.99566064,77.66169978
4,Whitefield,140,13.06497748,77.5303043
17,Indiranagar,136,12.93735389,77.46456947
3,Basavanagudi,22,12.86252059,77.7436343
4,BTM Layout,91,13.03746385,77.49435448
2,BTM Layout,169,12.91364729,77.6991702
14,HSR Layout,116,12.96855895,77.50925522
5,Whitefield,41,12.91010996,77.56222861
2,Marathahalli,81,13.05677271,77.65807688
15,Whitefield,123,13.08957324,77.73360947
11,Whitefield,57,12.86375578,77.45593471
10,BTM Layout,160,12.90834291,77.52823045
20,Marathahalli,127,12.89739053,77.67948971
1,Jayanagar,95,13.01830088,77.50201815
19,HSR Layout,55,12.9571696,77.48343654
14,Whitefield,6,12.96406542,77.46385541
14,Jayanagar,167,12.88926977,77.600747
1,Marathahalli,9,12.95368366,77.6803201
9,Whitefield,32,12.92580707,77.73852037
17,Indiranagar,164,13.00279773,77.53024578
14,Jayanagar,128,12.90430956,77.48641172
13,Jayanagar,16,13.00370284,77.57076598
13,Indiranagar,140,12.9444363,77.46663209
6,Jayanagar,41,12.93657364,77.5494079
7,Koramangala,195,12.92638916,77.642924
2,Whitefield,186,13.01845837,77.50044981
8,Basavanagudi,137,12.9906046,77.63956303
6,Jayanagar,125,13.06293043,77.74158471
3,Yelahanka,17,12.91040254,77.70925998
18,Malleshwaram,110,12.86002989,77.55705046
18,Marathahalli,133,12.89550587,77.57644889
6,Yelahanka,26,12.93583909,77.57579621
11,Indiranagar,129,12.89491375,77.70797027
3,Whitefield,1,12.87087767,77.74814812
16,Whitefield,35,12.96133462,77.6977687
5,Yelahanka,9,13.01923342,77.61743545
2,Jayanagar,87,13.03789269,77.47920981
15,Marathahalli,38,12.94968183,77.73634524
16,Whitefield,4,12.96951115,77.70801374
7,Jayanagar,52,13.03886762,77.70242325
16,Indiranagar,147,12.93817696,77.56754537
4,Koramangala,5,13.04619155,77.58415141
16,HSR Layout,106,13.09184402,77.48589853
17,Marathahalli,48,13.07012016,77.7313619
2,Indiranagar,87,12.96339883,77.73297031
16,BTM Layout,191,12.99487962,77.52633238
4,Whitefield,38,13.0291066,77.65880234
7,Malleshwaram,52,12.93732511,77.51104692
18,Jayanagar,87,13.04980952,77.56788412
6,BTM Layout,46,12.95922925,77.54071441
18,Yelahanka,93,13.06171039,77.5668773
7,Whitefield,137,12.91368347,77.54269181
2,Koramangala,50,12.85284451,77.5535874
19,BTM Layout,66,13.0081721,77.68731808
9,Basavanagudi,38,12.96297228,77.54000814
4,Jayanagar,155,12.86495578,77.69440864
14,BTM Layout,105,12.97190309,77.62037665
5,Koramangala,148,12.89214246,77.68413343
7,Marathahalli,190,13.00743729,77.7256672
8,Yelahanka,16,12.96126139,77.49152749
15,HSR Layout,79,12.89278119,77.55316708
19,Indiranagar,13,12.95298474,77.46666725
11,Jayanagar,114,12.9081772,77.57207301
20,Malleshwaram,102,13.0132742,77.52122088
4,Basavanagudi,148,12.92378584,77.62150358
18,BTM Layout,152,13.05550434,77.68501696
14,Jayanagar,178,12.8535408,77.59590979
6,Marathahalli,135,12.95085449,77.55008677
16,Yelahanka,87,13.00427011,77.49576691
18,Koramangala,88,12.85565207,77.45804905
1,HSR Layout,29,12.90396048,77.6533649
8,Jayanagar,133,12.93185499,77.45916374
1,Malleshwaram,107,12.85546114,77.72625158
1,Indiranagar,163,12.98667268,77.62826901
19,Indiranagar,65,13.0077171,77.55598859
10,HSR Layout,100,12.90688056,77.46257408
18,Basavanagudi,115,12.98587068,77.57404597
12,Malleshwaram,198,13.09978172,77.71018986
17,Marathahalli,87,13.07172982,77.740947
1,Malleshwaram,74,12.86466521,77.47547852
8,Marathahalli,135,12.88197062,77.68314143
10,Basavanagudi,172,12.97360083,77.52750728
10,Marathahalli,13,12.91130028,77.56383107
18,Yelahanka,94,12.87024231,77.61430177
9,Malleshwaram,78,12.91363862,77.74841863
2,Koramangala,124,12.86529452,77.51264447
3,Koramangala,125,12.98247811,77.48914951
2,BTM Layout,38,12.97256253,77.6284931
6,Malleshwaram,13,12.85158154,77.7059147
12,Basavanagudi,54,12.9706291,77.64446474
19,Malleshwaram,106,12.97995129,77.55427292
15,Indiranagar,44,13.00142594,77.74309477
19,Yelahanka,141,13.09252493,77.74850963
12,Indiranagar,153,13.09567311,77.68119473
18,Jayanagar,24,12.98173233,77.69072489
16,Whitefield,124,13.06129667,77.6782525
2,BTM Layout,29,12.87129144,77.52729829
11,HSR Layout,198,12.98278866,77.49507924
12,Jayanagar,146,13.01972501,77.61630605
5,Jayanagar,92,12.9911822,77.73624386
6,Malleshwaram,5,12.90768025,77.71348769
11,Jayanagar,146,12.8656645,77.48205792
10,Whitefield,191,12.94666732,77.46709735
4,Jayanagar,125,13.01191062,77.71213124
9,Malleshwaram,165,13.09792827,77.63390452
12,Indiranagar,71,12.90913336,77.54129631
10,Jayanagar,183,13.07944748,77.61853044
14,HSR Layout,99,12.86706535,77.51650058
5,Yelahanka,12,13.08274732,77.73408554
1,Yelahanka,52,13.05809169,77.69815931
5,Marathahalli,185,12.85523634,77.73867141
16,BTM Layout,46,12.92454634,77.50611715
5,Whitefield,104,12.86273916,77.70310113
5,Koramangala,44,13.09887647,77.61808569
18,Whitefield,152,12.956961,77.5474976
6,Marathahalli,9,13.01554338,77.59389901
18,HSR Layout,140,12.90854764,77.73331519
10,Indiranagar,100,13.08343406,77.65743587
15,Koramangala,137,12.91854352,77.55797467
11,Malleshwaram,103,12.91505365,77.74996991
19,Malleshwaram,110,12.92865002,77.55372288
13,BTM Layout,116,12.96562229,77.69411594
20,Koramangala,22,12.85463318,77.68531321
3,Malleshwaram,145,12.99945938,77.66687799
16,BTM Layout,161,12.85791645,77.65083089
7,HSR Layout,175,12.98480062,77.48259962
12,Koramangala,88,12.96447123,77.74848678
15,HSR Layout,143,12.91063676,77.49831284
8,Malleshwaram,33,12.932442,77.62884021
17,Yelahanka,15,13.02641495,77.52474434
1,Whitefield,27,12.85239938,77.50063326
8,Whitefield,189,12.92916178,77.61783961
14,HSR Layout,196,13.02007431,77.70090325
10,Yelahanka,112,12.88806847,77.5630837
19,BTM Layout,82,12.99009641,77.47315067
8,Indiranagar,48,12.89223323,77.63712767
19,Indiranagar,8,12.88869047,77.67992908
4,Basavanagudi,134,13.04307002,77.53882535
10,Marathahalli,191,12.91663134,77.6571769
3,Jayanagar,118,12.94394228,77.4727371
4,Basavanagudi,84,13.03250452,77.55842852
16,Indiranagar,2,12.8948799,77.59223942
4,Yelahanka,150,12.98293426,77.68458909
20,Whitefield,118,13.07945492,77.55144251
20,Whitefield,21,12.9884567,77.58610994
13,Indiranagar,134,12.86221144,77.63850621
17,Indiranagar,123,12.99742432,77.63722399
16,Marathahalli,96,12.87253835,77.60532806
17,Indiranagar,198,12.92053114,77.54854241
6,HSR Layout,13,13.06241878,77.65097739
3,Malleshwaram,1,12.85276728,77.7011463
20,Jayanagar,150,12.86925333,77.49614423
4,BTM Layout,117,12.94084103,77.55213853
8,Jayanagar,152,13.09984897,77.65062452
20,Jayanagar,64,12.92296598,77.67673265
9,Basavanagudi,169,12.88931865,77.68443789
1,Indiranagar,150,12.98735553,77.64598161
13,HSR Layout,61,12.97981376,77.59348106
2,Basavanagudi,108,12.9624049,77.64373988
10,Basavanagudi,12,13.08666344,77.49051336
19,Malleshwaram,90,12.92003734,77.51232837
17,Malleshwaram,132,12.92333106,77.72825931
13,Yelahanka,83,12.88506424,77.72665129
14,Malleshwaram,128,13.024322,77.66716515
11,HSR Layout,140,12.93034237,77.54811416
10,Yelahanka,33,13.05068507,77.644652
7,Koramangala,149,13.09293947,77.65633748
10,Marathahalli,128,12.86092131,77.60453448
1,Koramangala,100,13.09828047,77.67455775
14,Jayanagar,106,12.91352606,77.45890728
3,Basavanagudi,72,12.95502759,77.52686624
13,HSR Layout,74,13.04443584,77.68833511
2,Yelahanka,96,13.01633279,77.73161013
17,Koramangala,92,13.04460923,77.71282635
3,Basavanagudi,74,12.966583,77.66494801
15,HSR Layout,72,13.07901677,77.49964904
8,BTM Layout,180,13.0474852,77.56061585
6,BTM Layout,175,12.92730699,77.46506381
9,BTM Layout,59,13.08712006,77.64195854
11,Marathahalli,175,13.09026355,77.58495897
2,Malleshwaram,56,12.95376339,77.62190356
9,Marathahalli,13,13.01299012,77.74380587
18,Marathahalli,172,13.05369213,77.57067573
19,HSR Layout,35,13.05432518,77.54201305
18,HSR Layout,119,12.85353089,77.49518138
5,Jayanagar,115,13.00725341,77.49308295
18,Yelahanka,157,13.09342482,77.6055721
12,Whitefield,56,12.90783679,77.67476843
4,BTM Layout,133,13.04890221,77.61933874
15,Indiranagar,195,12.98356191,77.7119878
11,Basavanagudi,53,12.90536755,77.54476173
19,Whitefield,101,12.86275949,77.62851398
5,Indiranagar,120,13.03998043,77.64837251
6,HSR Layout,60,12.92911759,77.53420708
13,Whitefield,105,12.94389651,77.56889123
10,Jayanagar,134,12.97130776,77.62728196
14,BTM Layout,176,12.97679873,77.45627919
4,Malleshwaram,106,12.90154639,77.71598327
20,Basavanagudi,80,13.0176605,77.48331921
12,Indiranagar,163,13.02313499,77.46426737
15,BTM Layout,146,12.88557523,77.51451059
10,Jayanagar,11,12.98322738,77.60069539
11,Malleshwaram,51,13.00231484,77.54860922
9,Basavanagudi,121,12.89656289,77.58204368
11,Malleshwaram,23,13.07361553,77.47528133
2,Yelahanka,47,12.97070647,77.51993139
13,Jayanagar,75,12.87875709,77.47929824
8,Jayanagar,187,12.93359904,77.51891198
8,Basavanagudi,185,12.96924011,77.66099271
1,BTM Layout,93,12.85253604,77.62258724
6,BTM Layout,127,12.85797747,77.55019128
13,Koramangala,56,12.86388015,77.52836818
9,BTM Layout,155,12.98453381,77.74925835
6,BTM Layout,73,12.93402205,77.68036031
15,Yelahanka,163,13.07327601,77.69661326
16,Malleshwaram,183,12.98980847,77.45790939
4,Yelahanka,137,13.03997408,77.46787604
17,BTM Layout,18,13.02178329,77.66378434
9,Whitefield,44,12.98008018,77.50754986
12,Yelahanka,149,13.03618011,77.57769663
19,Marathahalli,56,12.98617643,77.50524997
20,Whitefield,176,12.94636408,77.50312157
12,Indiranagar,100,12.95895121,77.48272309
6,HSR Layout,1,13.05962533,77.62827803
12,Koramangala,155,12.99081839,77.67179041
9,Indiranagar,45,12.94432404,77.46705338
20,HSR Layout,63,12.89493579,77.53266555
5,Yelahanka,58,12.97383946,77.64751052
3,Marathahalli,168,12.91310103,77.56769481
2,HSR Layout,63,13.08889497,77.66139977
8,HSR Layout,38,12.97274552,77.67776846
10,Indiranagar,29,12.85223707,77.45968821
15,BTM Layout,40,12.8732193,77.56425793
9,Koramangala,147,12.92108112,77.66874168
10,Malleshwaram,88,12.87304071,77.5635248
11,Marathahalli,56,13.07349056,77.45174996
9,HSR Layout,44,13.06358789,77.55089088
14,BTM Layout,193,13.09271538,77.71179583
5,Malleshwaram,100,13.0266164,77.73558167
9,Marathahalli,141,13.01136614,77.61815499
4,BTM Layout,158,13.08087416,77.54190803
2,BTM Layout,49,13.08659829,77.58981927
19,Basavanagudi,115,13.06937196,77.52086106
1,Jayanagar,75,13.06536821,77.50043771
1,BTM Layout,191,13.01792581,77.59806058
12,Malleshwaram,163,12.85040149,77.6710052
11,Koramangala,139,12.95737926,77.51673945
1,Jayanagar,49,13.00891569,77.72286119
14,Marathahalli,107,12.98678185,77.50046829
11,Whitefield,111,13.05528166,77.61752347
7,Yelahanka,115,13.05472557,77.68291498
2,Marathahalli,168,12.9996705,77.51401654
15,BTM Layout,21,12.85549851,77.53893333
8,Malleshwaram,47,12.94233249,77.46544527
20,HSR Layout,3,12.90720415,77.73318452
15,Indiranagar,158,12.93469703,77.59609166
8,Yelahanka,127,13.00432316,77.46929185
10,Marathahalli,67,12.86661548,77.69903804
19,Basavanagudi,62,12.85556051,77.62080325
3,Indiranagar,165,12.95921823,77.46658542
20,Yelahanka,150,13.04839346,77.58526897
14,Koramangala,31,12.85767464,77.58032091
9,HSR Layout,46,13.06226215,77.49382452
9,Basavanagudi,45,12.94596991,77.57611184
6,Yelahanka,14,12.87955886,77.5348421
8,BTM Layout,121,12.99187443,77.65998257
11,Yelahanka,140,13.08809014,77.45164758
8,Malleshwaram,119,12.98562822,77.48191278
12,Malleshwaram,191,13.02165869,77.72559464
10,Malleshwaram,77,13.05410532,77.58
4,Marathahalli,88,13.04983503,77.50285459
16,HSR Layout,166,12.86827968,77.68796793
20,HSR Layout,117,13.03524885,77.70547778
6,Marathahalli,175,13.08736239,77.5133642
9,HSR Layout,124,13.02516306,77.66408
5,Malleshwaram,54,13.05911072,77.63454071
6,Malleshwaram,183,12.97138743,77.67351701
17,Whitefield,48,12.92976733,77.68636953
17,Yelahanka,101,13.01905981,77.64828076
13,HSR Layout,15,12.97304999,77.73686509
17,Jayanagar,113,13.07382221,77.70926791
14,Malleshwaram,16,13.09359549,77.51869145
2,Yelahanka,171,13.05495052,77.72406974
19,Indiranagar,135,13.0981699,77.55787919
3,Basavanagudi,43,12.93709265,77.66796256
2,Jayanagar,28,13.07393884,77.7044031
2,Jayanagar,66,12.93248341,77.58091113
7,Basavanagudi,98,12.87950952,77.46545256
4,Marathahalli,60,13.00534342,77.73489843
17,HSR Layout,128,12.96374716,77.47174402
6,Jayanagar,131,13.08042481,77.55443288
7,Indiranagar,129,12.97304847,77.62893419
20,Yelahanka,159,13.08190814,77.48526101
6,Marathahalli,56,12.86965847,77.7014619
9,BTM Layout,84,13.05762796,77.51102665
20,BTM Layout,174,13.03977857,77.7458011
4,Basavanagudi,32,13.02999457,77.72493003
5,Yelahanka,81,12.93878396,77.63136683
19,Yelahanka,18,13.04593991,77.64800303
10,BTM Layout,196,12.97082414,77.61008194
18,Jayanagar,35,13.02880088,77.56733119
15,HSR Layout,104,12.98805679,77.55551243
1,Basavanagudi,100,12.88935993,77.71749647
5,BTM Layout,23,12.86613965,77.62298592
5,Yelahanka,141,12.94154666,77.69698812
8,Marathahalli,142,13.08319721,77.60422131
20,Indiranagar,165,12.98243376,77.54210748
15,Marathahalli,5,13.05054802,77.47752784
17,Marathahalli,150,12.99398827,77.54710904
19,HSR Layout,28,13.08947632,77.71403525
13,Basavanagudi,132,12.94236389,77.66358835
10,BTM Layout,50,12.86426261,77.68574897
17,Malleshwaram,102,13.0451671,77.68203026
5,Yelahanka,29,13.02636413,77.48599173
18,Marathahalli,37,12.9818836,77.49765817
17,Marathahalli,163,12.93159781,77.54517177
4,Basavanagudi,148,12.89706629,77.54030863
7,Koramangala,163,12.97056901,77.46982431
5,Yelahanka,130,13.01655035,77.49604145
8,Indiranagar,116,12.99472161,77.70686909
8,Malleshwaram,58,12.95937263,77.62671345
11,BTM Layout,146,12.98492361,77.5526849
9,Whitefield,106,12.87698873,77.60794337
19,Whitefield,56,13.02396003,77.52839402
19,Yelahanka,122,13.03356401,77.6251527
9,BTM Layout,192,12.85286315,77.47238926
20,Koramangala,103,12.91762989,77.72079521
17,Indiranagar,123,12.87302922,77.52213398
16,Malleshwaram,180,13.09955803,77.69572265
7,Koramangala,22,12.99833571,77.64799966
3,Malleshwaram,60,12.96643452,77.60690208
19,Whitefield,138,12.96575025,77.72893894
8,Jayanagar,84,13.09119348,77.49704395
5,Whitefield,128,13.01496391,77.48578324
6,Jayanagar,80,12.89216489,77.54655804
2,BTM Layout,134,12.96203971,77.69906637
19,Yelahanka,81,13.04354921,77.46056044
13,Whitefield,6,12.95583752,77.52182171
6,Basavanagudi,86,12.92738336,77.57741066
6,Koramangala,82,13.09780402,77.6638823
2,Basavanagudi,156,13.08390928,77.53979392
5,BTM Layout,42,13.08539009,77.58443373
11,Marathahalli,74,12.88291813,77.55105515
11,Basavanagudi,41,12.90856381,77.47761808
14,BTM Layout,63,12.96051674,77.6716028
13,Marathahalli,22,13.05803231,77.58841382
8,Jayanagar,79,13.03420689,77.69375364
15,Basavanagudi,157,13.06241685,77.65840788
12,BTM Layout,71,13.08019082,77.46734456
3,Marathahalli,114,13.04519171,77.60002277
5,Jayanagar,34,12.9154425,77.74725669
6,BTM Layout,96,12.92136142,77.54236108
2,BTM Layout,130,12.93812192,77.59788743
8,Jayanagar,154,12.92576884,77.64560973
5,Jayanagar,109,12.91227474,77.51067968
17,BTM Layout,75,13.03812151,77.66075216
2,HSR Layout,19,12.85849776,77.647933
11,Malleshwaram,125,13.03209843,77.56248814
4,HSR Layout,20,13.05589094,77.53533178
11,Indiranagar,161,12.86651101,77.72573081
9,Whitefield,116,12.86546178,77.48810707
6,Malleshwaram,94,12.92136595,77.57960924
2,Koramangala,82,12.9020767,77.68009509
15,Basavanagudi,96,12.99528342,77.49444113
5,Whitefield,104,13.01886289,77.72987826
12,HSR Layout,4,13.0085355,77.60787572
13,Jayanagar,160,12.93933684,77.6014447
17,BTM Layout,147,12.97459946,77.57728322
4,HSR Layout,131,13.00999771,77.71023506
10,Koramangala,92,12.87985657,77.73453242
1,Indiranagar,61,12.90737798,77.56402041
11,Koramangala,38,13.07262404,77.6127181
16,Koramangala,118,12.93558159,77.54462694
11,HSR Layout,134,13.0502891,77.56040503
9,Jayanagar,56,12.91274744,77.45850007
2,Malleshwaram,168,12.86041009,77.68578065
7,Whitefield,121,12.97510015,77.74079994
19,Jayanagar,81,13.07312051,77.68085797
18,Yelahanka,106,13.05482114,77.60546343
20,HSR Layout,120,12.91323479,77.698253
7,Basavanagudi,69,13.07748394,77.70736371
9,Koramangala,83,12.96992897,77.61335679
12,Basavanagudi,42,12.86224975,77.73114725
3,Whitefield,99,12.85698115,77.45905106
16,Koramangala,130,12.97127843,77.4530288
7,Indiranagar,28,12.98658071,77.47443781
5,Indiranagar,117,12.86997823,77.46735731
7,Whitefield,145,13.08056016,77.5773833
19,Koramangala,70,13.02955421,77.73209633
17,Marathahalli,107,13.05032059,77.65256706
16,Yelahanka,123,12.99600581,77.64783586
19,Marathahalli,69,13.01588602,77.56546581
18,Malleshwaram,39,12.94696506,77.61012994
19,Malleshwaram,135,13.01982427,77.54125241
4,BTM Layout,160,13.09454572,77.60535132
1,Malleshwaram,4,13.01192898,77.67399827
4,Jayanagar,149,12.93540843,77.61760774
4,BTM Layout,160,12.92130978,77.57566155
9,Indiranagar,82,13.09083649,77.70347662
8,Jayanagar,97,12.89625057,77.53623286
2,Koramangala,142,13.05154915,77.59444608
6,Whitefield,70,12.96631557,77.74344418
11,Whitefield,46,12.96093994,77.74019649
4,Yelahanka,148,13.03688445,77.45188538
14,Indiranagar,186,12.88700961,77.60967002
9,Yelahanka,99,12.96657398,77.55107578
2,Marathahalli,80,12.85895842,77.53736716
1,HSR Layout,48,13.01760171,77.62887565
4,Indiranagar,7,12.86459432,77.5838913
