Request_ID,Created_At,Category,Status,Complaint_Text,Source,Resolution_Time_Hours
2914,02-04-2025 23:00,Streetlight,In Progress,Garbage not collected,Twitter,0.316666667
2915,04-07-2025 10:00,Water Leak,Open,Streetlight not working,Call Center,0.266666667
2916,16-10-2025 07:00,Streetlight,In Progress,Garbage not collected,Twitter,0.1
2917,16-12-2025 10:00,Garbage,Open,Water leakage on road,Call Center,-0.083333333
2918,28-12-2025 16:00,Pothole,Open,Illegal parking,Twitter,0.266666667
2919,02-04-2025 20:00,Garbage,Open,Water leakage on road,Twitter,0.066666667
2920,11-08-2025 17:00,Streetlight,In Progress,Illegal parking,Call Center,-0.05
2921,17-05-2025 12:00,Garbage,Open,Graffiti on wall,Email,0.25
2922,15-02-2025 22:00,Graffiti,Resolved,Noise from bar at night,Twitter,-0.016666667
2923,07-08-2025 11:00,Noise,In Progress,Water leakage on road,Call Center,0.333333333
2924,03-10-2025 14:00,Streetlight,Resolved,Streetlight not working,Email,0.15
2925,29-12-2025 19:00,Garbage,Resolved,Broken footpath,Mobile App,-0.033333333
2926,06-08-2025 15:00,Pothole,In Progress,Pothole near school,Twitter,0.216666667
2927,24-12-2025 16:00,Garbage,Open,Garbage not collected,Twitter,0.183333333
2928,27-01-2025 06:00,Pothole,Resolved,Overflowing garbage,Mobile App,0.283333333
2929,06-10-2025 11:00,Noise,In Progress,Broken footpath,Twitter,0.383333333
2930,12-01-2025 13:00,Garbage,Open,Overflowing garbage,Mobile App,0.033333333
2931,10-01-2025 16:00,Noise,In Progress,Water leakage on road,Call Center,-0.016666667
2932,26-08-2025 02:00,Streetlight,In Progress,Broken footpath,Mobile App,0.3
2933,16-11-2025 03:00,Pothole,In Progress,Water leakage on road,Email,-0.033333333
2934,02-01-2025 01:00,Graffiti,Open,Noise from bar at night,Call Center,0.3
2935,08-11-2025 04:00,Streetlight,Resolved,Broken footpath,Mobile App,0.216666667
2936,25-09-2025 02:00,Pothole,Resolved,Streetlight not working,Email,0.3
2937,27-12-2025 12:00,Noise,In Progress,Broken footpath,Mobile App,0.266666667
2938,06-06-2025 20:00,Water Leak,In Progress,Noise from bar at night,Email,0.05
2939,02-10-2025 23:00,Garbage,Open,Noise from bar at night,Mobile App,0.116666667
2940,01-08-2025 14:00,Noise,In Progress,Overflowing garbage,Twitter,0.25
2941,19-10-2025 22:00,Pothole,In Progress,Water leakage on road,Email,0.183333333
2942,26-05-2025 03:00,Pothole,In Progress,Pothole near school,Twitter,0.033333333
2943,25-03-2025 02:00,Pothole,Resolved,Graffiti on wall,Twitter,0.35
2944,28-12-2025 18:00,Pothole,In Progress,Graffiti on wall,Email,0.216666667
2945,14-02-2025 16:00,Garbage,Resolved,Graffiti on wall,Twitter,0.083333333
2946,07-10-2025 11:00,Streetlight,Open,Overflowing garbage,Call Center,0.25
2947,09-01-2025 23:00,Graffiti,Open,Water leakage on road,Mobile App,0.133333333
2948,13-11-2025 21:00,Water Leak,Resolved,Pothole near school,Email,0.2
2949,19-04-2025 14:00,Garbage,Resolved,Pothole near school,Call Center,0.283333333
2950,14-12-2025 22:00,Pothole,Resolved,Pothole near school,Email,-0.016666667
2951,19-07-2025 05:00,Garbage,Resolved,Streetlight not working,Mobile App,0.366666667
2952,19-05-2025 01:00,Noise,In Progress,Graffiti on wall,Email,0.283333333
2953,20-11-2025 11:00,Graffiti,Resolved,Garbage not collected,Mobile App,0.1
2954,05-09-2025 11:00,Pothole,Resolved,Graffiti on wall,Call Center,0.166666667
2955,06-04-2025 15:00,Water Leak,Resolved,Broken footpath,Email,0.166666667
2956,25-08-2025 21:00,Pothole,In Progress,Graffiti on wall,Mobile App,0.133333333
2957,12-03-2025 16:00,Graffiti,In Progress,Streetlight not working,Twitter,0.016666667
2958,23-03-2025 02:00,Water Leak,In Progress,Overflowing garbage,Twitter,0.25
2959,26-04-2025 23:00,Graffiti,Open,Pothole near school,Call Center,0.25
2960,01-06-2025 20:00,Water Leak,In Progress,Illegal parking,Call Center,0.05
2961,07-08-2025 09:00,Streetlight,Resolved,Broken footpath,Call Center,-0.05
2962,25-09-2025 12:00,Streetlight,In Progress,Graffiti on wall,Twitter,0.133333333
2963,11-11-2025 21:00,Garbage,In Progress,Garbage not collected,Mobile App,0.3
2964,21-04-2025 05:00,Garbage,Resolved,Streetlight not working,Call Center,-0.083333333
2965,02-10-2025 13:00,Water Leak,In Progress,Broken footpath,Mobile App,0.133333333
2966,22-09-2025 17:00,Pothole,Open,Graffiti on wall,Mobile App,0.233333333
2967,22-03-2025 12:00,Noise,In Progress,Garbage not collected,Call Center,0.366666667
2968,15-03-2025 05:00,Noise,Open,Illegal parking,Call Center,0.2
2969,31-07-2025 21:00,Pothole,Open,Broken footpath,Twitter,-0.05
2970,23-08-2025 21:00,Pothole,Open,Streetlight not working,Call Center,0.35
2971,16-02-2025 12:00,Streetlight,Resolved,Noise from bar at night,Twitter,0.0
2972,21-01-2025 12:00,Noise,In Progress,Pothole near school,Twitter,-0.033333333
2973,25-11-2025 16:00,Water Leak,Open,Garbage not collected,Mobile App,-0.083333333
2974,27-09-2025 18:00,Graffiti,Open,Overflowing garbage,Twitter,0.25
2975,26-07-2025 14:00,Garbage,In Progress,Illegal parking,Mobile App,-0.05
2976,25-04-2025 07:00,Graffiti,Resolved,Overflowing garbage,Twitter,0.383333333
2977,24-11-2025 18:00,Streetlight,Resolved,Pothole near school,Call Center,0.366666667
2978,26-10-2025 08:00,Noise,Open,Graffiti on wall,Email,0.2
2979,16-08-2025 03:00,Pothole,Resolved,Pothole near school,Mobile App,0.233333333
2980,08-08-2025 02:00,Noise,In Progress,Water leakage on road,Call Center,0.383333333
2981,23-12-2025 04:00,Water Leak,Resolved,Garbage not collected,Mobile App,0.233333333
2982,27-10-2025 10:00,Streetlight,In Progress,Streetlight not working,Twitter,-0.05
2983,12-09-2025 06:00,Pothole,Open,Garbage not collected,Mobile App,0.4
2984,26-01-2025 19:00,Graffiti,In Progress,Streetlight not working,Email,0.4
2985,06-02-2025 18:00,Water Leak,Open,Water leakage on road,Call Center,0.25
2986,01-06-2025 18:00,Graffiti,In Progress,Graffiti on wall,Mobile App,0.25
2987,24-02-2025 00:00,Garbage,In Progress,Broken footpath,Email,0.166666667
2988,18-12-2025 12:00,Streetlight,Resolved,Illegal parking,Call Center,0.3
2989,01-05-2025 15:00,Water Leak,In Progress,Overflowing garbage,Email,0.333333333
2990,02-10-2025 17:00,Water Leak,Open,Water leakage on road,Mobile App,0.016666667
2991,08-02-2025 17:00,Graffiti,In Progress,Overflowing garbage,Email,0.35
2992,12-08-2025 14:00,Pothole,Open,Garbage not collected,Twitter,0.05
2993,29-12-2025 23:00,Garbage,Open,Graffiti on wall,Mobile App,0.283333333
2994,14-05-2025 20:00,Graffiti,In Progress,Garbage not collected,Call Center,-0.066666667
2995,11-04-2025 09:00,Water Leak,Resolved,Broken footpath,Twitter,-0.05
2996,08-12-2025 15:00,Streetlight,In Progress,Water leakage on road,Mobile App,0.266666667
2997,23-05-2025 15:00,Water Leak,In Progress,Broken footpath,Twitter,-0.083333333
2998,18-10-2025 16:00,Noise,Resolved,Broken footpath,Email,0.3
2999,13-11-2025 10:00,Streetlight,Open,Streetlight not working,Call Center,0.283333333
3000,03-08-2025 22:00,Streetlight,In Progress,Graffiti on wall,Twitter,0.0
3001,02-06-2025 19:00,Water Leak,Resolved,Water leakage on road,Email,0.25
3002,06-09-2025 21:00,Pothole,Resolved,Pothole near school,Email,0.4
3003,17-09-2025 20:00,Streetlight,Open,Illegal parking,Call Center,0.15
3004,11-12-2025 21:00,Noise,Resolved,Illegal parking,Mobile App,0.333333333
3005,13-04-2025 20:00,Graffiti,Open,Streetlight not working,Call Center,-0.016666667
3006,17-09-2025 01:00,Pothole,In Progress,Noise from bar at night,Call Center,0.116666667
3007,31-05-2025 19:00,Pothole,Resolved,Overflowing garbage,Email,0.033333333
3008,10-03-2025 04:00,Pothole,In Progress,Illegal parking,Call Center,0.3
3009,06-12-2025 19:00,Streetlight,Resolved,Broken footpath,Call Center,0.116666667
3010,30-05-2025 07:00,Pothole,Resolved,Water leakage on road,Mobile App,0.216666667
3011,17-06-2025 01:00,Water Leak,In Progress,Pothole near school,Call Center,0.05
3012,19-05-2025 14:00,Pothole,Resolved,Garbage not collected,Call Center,-0.05
3013,06-12-2025 12:00,Noise,In Progress,Garbage not collected,Email,0.383333333
3014,03-04-2025 09:00,Garbage,In Progress,Illegal parking,Mobile App,0.333333333
3015,26-07-2025 23:00,Noise,Open,Water leakage on road,Call Center,0.133333333
3016,09-04-2025 17:00,Streetlight,In Progress,Broken footpath,Mobile App,0.3
3017,01-06-2025 14:00,Pothole,Open,Water leakage on road,Mobile App,0.016666667
3018,27-08-2025 10:00,Pothole,In Progress,Graffiti on wall,Email,0.116666667
3019,05-07-2025 04:00,Water Leak,Resolved,Water leakage on road,Call Center,0.05
3020,14-11-2025 10:00,Graffiti,In Progress,Streetlight not working,Twitter,0.083333333
3021,14-06-2025 11:00,Pothole,Resolved,Garbage not collected,Mobile App,0.05
3022,11-03-2025 20:00,Noise,Open,Broken footpath,Email,0.083333333
3023,19-02-2025 20:00,Streetlight,Resolved,Graffiti on wall,Mobile App,0.133333333
3024,27-04-2025 03:00,Garbage,In Progress,Garbage not collected,Twitter,0.15
3025,06-11-2025 16:00,Pothole,Resolved,Noise from bar at night,Twitter,0.183333333
3026,27-11-2025 07:00,Garbage,Open,Pothole near school,Call Center,-0.083333333
3027,19-05-2025 06:00,Pothole,Resolved,Streetlight not working,Email,-0.05
3028,06-10-2025 17:00,Streetlight,Resolved,Pothole near school,Twitter,0.283333333
3029,01-04-2025 16:00,Graffiti,In Progress,Streetlight not working,Mobile App,-0.05
3030,05-06-2025 23:00,Noise,In Progress,Streetlight not working,Twitter,-0.05
3031,04-07-2025 06:00,Streetlight,Resolved,Garbage not collected,Mobile App,-0.033333333
3032,09-06-2025 08:00,Garbage,Open,Pothole near school,Email,0.3
3033,13-04-2025 03:00,Pothole,Resolved,Pothole near school,Call Center,0.4
3034,27-01-2025 04:00,Garbage,Open,Water leakage on road,Twitter,0.183333333
3035,21-11-2025 02:00,Noise,Open,Pothole near school,Email,0.233333333
3036,04-06-2025 00:00,Streetlight,Open,Broken footpath,Email,-0.033333333
3037,03-06-2025 02:00,Garbage,Resolved,Water leakage on road,Twitter,0.116666667
3038,13-06-2025 17:00,Garbage,Open,Garbage not collected,Email,0.3
3039,26-04-2025 05:00,Noise,Resolved,Streetlight not working,Call Center,0.016666667
3040,02-07-2025 01:00,Pothole,Open,Overflowing garbage,Call Center,-0.033333333
3041,13-12-2025 03:00,Garbage,Open,Graffiti on wall,Twitter,0.366666667
3042,26-07-2025 12:00,Noise,Resolved,Illegal parking,Twitter,0.033333333
3043,29-01-2025 20:00,Pothole,In Progress,Graffiti on wall,Email,0.083333333
3044,12-05-2025 18:00,Graffiti,In Progress,Streetlight not working,Email,0.216666667
3045,16-02-2025 01:00,Pothole,Resolved,Broken footpath,Email,0.333333333
3046,06-05-2025 08:00,Graffiti,Resolved,Illegal parking,Twitter,0.4
3047,01-04-2025 01:00,Streetlight,In Progress,Noise from bar at night,Twitter,0.016666667
3048,14-12-2025 17:00,Noise,In Progress,Graffiti on wall,Mobile App,0.05
3049,04-06-2025 03:00,Pothole,In Progress,Water leakage on road,Email,0.266666667
3050,07-06-2025 18:00,Graffiti,Resolved,Streetlight not working,Twitter,-0.033333333
3051,25-06-2025 00:00,Graffiti,Open,Noise from bar at night,Mobile App,-0.033333333
3052,21-03-2025 17:00,Streetlight,Resolved,Noise from bar at night,Call Center,-0.083333333
3053,19-08-2025 00:00,Water Leak,In Progress,Garbage not collected,Mobile App,0.0
3054,15-03-2025 20:00,Noise,Open,Noise from bar at night,Call Center,-0.05
3055,26-04-2025 20:00,Water Leak,Resolved,Garbage not collected,Twitter,-0.05
3056,06-11-2025 07:00,Pothole,In Progress,Pothole near school,Email,-0.083333333
3057,30-04-2025 15:00,Noise,Resolved,Illegal parking,Call Center,0.016666667
3058,28-01-2025 12:00,Streetlight,Open,Water leakage on road,Email,0.05
3059,18-09-2025 02:00,Pothole,In Progress,Illegal parking,Email,-0.05
3060,17-02-2025 04:00,Noise,Resolved,Graffiti on wall,Call Center,0.283333333
3061,30-01-2025 03:00,Noise,Open,Garbage not collected,Email,0.316666667
3062,08-11-2025 06:00,Water Leak,Open,Pothole near school,Email,0.15
3063,20-09-2025 09:00,Pothole,Resolved,Pothole near school,Email,0.4
3064,22-11-2025 12:00,Streetlight,Open,Water leakage on road,Email,-0.05
3065,09-07-2025 21:00,Streetlight,In Progress,Water leakage on road,Mobile App,0.316666667
3066,01-04-2025 19:00,Pothole,Open,Broken footpath,Call Center,0.083333333
3067,11-12-2025 19:00,Pothole,Resolved,Pothole near school,Email,0.2
3068,01-03-2025 06:00,Graffiti,In Progress,Water leakage on road,Email,-0.05
3069,13-05-2025 12:00,Garbage,Open,Pothole near school,Twitter,0.35
3070,29-06-2025 20:00,Water Leak,Open,Overflowing garbage,Twitter,0.233333333
3071,07-10-2025 00:00,Pothole,In Progress,Graffiti on wall,Call Center,0.4
3072,26-01-2025 14:00,Pothole,In Progress,Garbage not collected,Email,0.016666667
3073,10-07-2025 10:00,Garbage,Open,Garbage not collected,Call Center,0.35
3074,12-01-2025 06:00,Garbage,In Progress,Graffiti on wall,Twitter,0.05
3075,13-04-2025 20:00,Noise,Resolved,Pothole near school,Twitter,0.383333333
3076,31-05-2025 07:00,Streetlight,Open,Illegal parking,Twitter,0.183333333
3077,09-05-2025 03:00,Water Leak,Resolved,Streetlight not working,Mobile App,0.366666667
3078,13-01-2025 01:00,Noise,Open,Pothole near school,Mobile App,0.05
3079,05-12-2025 08:00,Pothole,Resolved,Illegal parking,Twitter,0.066666667
3080,03-10-2025 14:00,Garbage,Resolved,Graffiti on wall,Twitter,0.116666667
3081,16-05-2025 12:00,Graffiti,In Progress,Garbage not collected,Mobile App,-0.016666667
3082,05-11-2025 23:00,Streetlight,Open,Streetlight not working,Twitter,0.133333333
3083,10-10-2025 03:00,Noise,In Progress,Overflowing garbage,Twitter,-0.033333333
3084,12-01-2025 14:00,Graffiti,In Progress,Graffiti on wall,Mobile App,0.133333333
3085,25-01-2025 04:00,Streetlight,Open,Garbage not collected,Mobile App,0.383333333
3086,26-07-2025 14:00,Graffiti,Resolved,Streetlight not working,Mobile App,0.083333333
3087,18-12-2025 21:00,Garbage,Open,Graffiti on wall,Twitter,0.366666667
3088,28-06-2025 04:00,Noise,Open,Graffiti on wall,Twitter,0.266666667
3089,30-11-2025 05:00,Noise,Open,Graffiti on wall,Email,0.066666667
3090,19-07-2025 00:00,Streetlight,In Progress,Illegal parking,Twitter,-0.016666667
3091,04-02-2025 08:00,Graffiti,Open,Streetlight not working,Twitter,0.25
3092,09-06-2025 16:00,Garbage,Open,Illegal parking,Mobile App,0.1
3093,15-08-2025 21:00,Pothole,Open,Illegal parking,Call Center,0.25
3094,27-02-2025 12:00,Noise,Resolved,Illegal parking,Twitter,0.15
3095,30-09-2025 06:00,Pothole,Resolved,Illegal parking,Twitter,0.3
3096,12-05-2025 12:00,Garbage,Resolved,Pothole near school,Twitter,0.116666667
3097,29-06-2025 11:00,Noise,Resolved,Illegal parking,Email,0.333333333
3098,23-08-2025 18:00,Noise,In Progress,Illegal parking,Mobile App,0.033333333
3099,24-12-2025 07:00,Graffiti,In Progress,Pothole near school,Email,0.333333333
3100,31-08-2025 02:00,Pothole,Open,Water leakage on road,Email,-0.033333333
3101,22-12-2025 13:00,Graffiti,In Progress,Water leakage on road,Call Center,0.116666667
3102,05-09-2025 06:00,Water Leak,Resolved,Water leakage on road,Twitter,0.4
3103,10-05-2025 13:00,Pothole,Open,Overflowing garbage,Email,0.15
3104,20-06-2025 02:00,Pothole,Open,Noise from bar at night,Email,0.05
3105,16-05-2025 00:00,Water Leak,Resolved,Overflowing garbage,Email,0.3
3106,09-09-2025 04:00,Garbage,Resolved,Graffiti on wall,Mobile App,0.366666667
3107,19-03-2025 01:00,Garbage,Resolved,Overflowing garbage,Twitter,0.0
3108,21-12-2025 01:00,Noise,In Progress,Broken footpath,Email,0.2
3109,25-04-2025 13:00,Streetlight,Open,Graffiti on wall,Twitter,0.05
3110,06-10-2025 08:00,Graffiti,Resolved,Illegal parking,Twitter,0.266666667
3111,09-01-2025 13:00,Streetlight,Open,Water leakage on road,Call Center,0.3
3112,03-11-2025 08:00,Noise,Open,Noise from bar at night,Mobile App,0.0
3113,11-07-2025 07:00,Streetlight,In Progress,Illegal parking,Email,0.25
3114,24-05-2025 18:00,Pothole,Open,Illegal parking,Email,0.016666667
3115,28-10-2025 14:00,Pothole,Resolved,Streetlight not working,Call Center,0.1
3116,08-06-2025 19:00,Water Leak,Resolved,Streetlight not working,Email,-0.033333333
3117,03-08-2025 05:00,Water Leak,Open,Illegal parking,Mobile App,0.333333333
3118,21-12-2025 05:00,Noise,Open,Graffiti on wall,Email,0.083333333
3119,23-04-2025 20:00,Noise,In Progress,Broken footpath,Mobile App,-0.05
3120,24-03-2025 23:00,Noise,Resolved,Broken footpath,Email,0.35
3121,19-12-2025 15:00,Pothole,Resolved,Broken footpath,Twitter,0.366666667
3122,17-05-2025 09:00,Streetlight,Open,Noise from bar at night,Twitter,0.016666667
3123,09-07-2025 02:00,Graffiti,Open,Water leakage on road,Call Center,-0.066666667
3124,30-12-2025 00:00,Noise,Open,Pothole near school,Email,0.066666667
3125,05-06-2025 02:00,Noise,Resolved,Water leakage on road,Email,-0.05
3126,28-05-2025 23:00,Pothole,Open,Broken footpath,Mobile App,0.183333333
3127,29-04-2025 00:00,Graffiti,In Progress,Water leakage on road,Email,0.083333333
3128,25-08-2025 15:00,Pothole,In Progress,Broken footpath,Call Center,0.366666667
3129,02-10-2025 03:00,Graffiti,Open,Broken footpath,Email,-0.083333333
3130,07-01-2025 08:00,Pothole,In Progress,Garbage not collected,Twitter,-0.066666667
3131,28-08-2025 18:00,Streetlight,In Progress,Illegal parking,Call Center,0.116666667
3132,27-04-2025 16:00,Noise,In Progress,Pothole near school,Twitter,0.133333333
3133,10-08-2025 06:00,Garbage,In Progress,Graffiti on wall,Call Center,0.183333333
3134,19-04-2025 18:00,Garbage,In Progress,Pothole near school,Call Center,-0.066666667
3135,16-02-2025 00:00,Noise,Resolved,Illegal parking,Call Center,0.183333333
3136,03-11-2025 17:00,Noise,Open,Garbage not collected,Call Center,0.216666667
3137,24-06-2025 23:00,Noise,In Progress,Overflowing garbage,Mobile App,0.316666667
3138,10-06-2025 14:00,Noise,Open,Noise from bar at night,Call Center,0.05
3139,30-10-2025 15:00,Graffiti,In Progress,Pothole near school,Twitter,0.3
3140,21-03-2025 18:00,Streetlight,Resolved,Overflowing garbage,Email,0.316666667
3141,03-11-2025 21:00,Garbage,Resolved,Garbage not collected,Mobile App,0.1
3142,09-05-2025 00:00,Water Leak,In Progress,Graffiti on wall,Mobile App,0.4
3143,17-01-2025 22:00,Garbage,In Progress,Overflowing garbage,Mobile App,0.166666667
3144,07-01-2025 22:00,Garbage,In Progress,Illegal parking,Email,-0.033333333
3145,22-01-2025 04:00,Pothole,Resolved,Illegal parking,Email,0.4
3146,11-03-2025 05:00,Noise,Resolved,Overflowing garbage,Mobile App,0.3
3147,02-06-2025 16:00,Noise,Open,Noise from bar at night,Mobile App,0.083333333
3148,26-05-2025 09:00,Noise,Resolved,Overflowing garbage,Call Center,0.25
3149,29-01-2025 08:00,Pothole,In Progress,Garbage not collected,Call Center,0.233333333
3150,16-04-2025 04:00,Streetlight,Open,Overflowing garbage,Email,0.383333333
3151,30-03-2025 08:00,Streetlight,Resolved,Water leakage on road,Call Center,-0.033333333
3152,08-08-2025 04:00,Water Leak,Resolved,Streetlight not working,Twitter,-0.066666667
3153,01-07-2025 13:00,Streetlight,In Progress,Graffiti on wall,Twitter,0.066666667
3154,26-02-2025 19:00,Streetlight,Open,Overflowing garbage,Call Center,0.05
3155,06-04-2025 12:00,Noise,Resolved,Overflowing garbage,Call Center,0.383333333
3156,06-03-2025 02:00,Graffiti,Resolved,Broken footpath,Mobile App,0.316666667
3157,23-05-2025 00:00,Garbage,In Progress,Noise from bar at night,Call Center,0.4
3158,19-11-2025 14:00,Streetlight,Open,Broken footpath,Twitter,0.183333333
3159,21-03-2025 07:00,Streetlight,Open,Water leakage on road,Email,0.1
3160,08-01-2025 06:00,Pothole,Open,Garbage not collected,Email,-0.033333333
3161,03-04-2025 22:00,Water Leak,Open,Broken footpath,Mobile App,0.05
3162,28-06-2025 15:00,Graffiti,In Progress,Water leakage on road,Email,0.133333333
3163,23-06-2025 08:00,Pothole,Resolved,Noise from bar at night,Call Center,-0.033333333
3164,24-10-2025 02:00,Noise,Resolved,Water leakage on road,Mobile App,0.4
3165,13-05-2025 03:00,Garbage,Open,Overflowing garbage,Call Center,-0.066666667
3166,07-03-2025 07:00,Water Leak,Open,Pothole near school,Email,0.2
3167,17-02-2025 23:00,Pothole,Open,Streetlight not working,Call Center,0.116666667
3168,14-11-2025 11:00,Streetlight,Resolved,Streetlight not working,Mobile App,0.066666667
3169,09-09-2025 09:00,Streetlight,Resolved,Overflowing garbage,Mobile App,0.133333333
3170,23-12-2025 16:00,Water Leak,Open,Graffiti on wall,Twitter,0.05
3171,26-07-2025 02:00,Streetlight,In Progress,Streetlight not working,Email,0.083333333
3172,10-12-2025 02:00,Pothole,Resolved,Broken footpath,Call Center,0.233333333
3173,21-03-2025 11:00,Pothole,Resolved,Graffiti on wall,Twitter,-0.083333333
3174,26-05-2025 10:00,Streetlight,Open,Broken footpath,Twitter,0.1
3175,16-04-2025 15:00,Streetlight,In Progress,Graffiti on wall,Email,0.383333333
3176,23-06-2025 21:00,Noise,Open,Water leakage on road,Call Center,0.183333333
3177,23-02-2025 21:00,Garbage,Open,Broken footpath,Email,0.183333333
3178,18-07-2025 17:00,Water Leak,In Progress,Water leakage on road,Call Center,0.033333333
3179,19-07-2025 20:00,Pothole,In Progress,Graffiti on wall,Twitter,0.183333333
3180,14-10-2025 07:00,Water Leak,In Progress,Noise from bar at night,Twitter,0.25
3181,04-05-2025 20:00,Noise,Resolved,Water leakage on road,Twitter,0.316666667
3182,13-06-2025 10:00,Pothole,Open,Overflowing garbage,Call Center,0.233333333
3183,28-07-2025 05:00,Noise,Resolved,Broken footpath,Mobile App,0.35
3184,21-10-2025 00:00,Noise,In Progress,Graffiti on wall,Email,0.316666667
3185,11-02-2025 08:00,Graffiti,Resolved,Garbage not collected,Call Center,0.25
3186,05-12-2025 00:00,Streetlight,In Progress,Overflowing garbage,Email,0.116666667
3187,09-08-2025 07:00,Graffiti,In Progress,Water leakage on road,Email,0.316666667
3188,04-04-2025 08:00,Water Leak,Open,Streetlight not working,Twitter,0.116666667
3189,03-03-2025 12:00,Water Leak,Open,Pothole near school,Email,0.15
3190,25-09-2025 18:00,Streetlight,Open,Water leakage on road,Mobile App,0.2
3191,17-01-2025 05:00,Graffiti,Resolved,Overflowing garbage,Call Center,0.4
3192,11-02-2025 15:00,Water Leak,Open,Illegal parking,Mobile App,0.116666667
3193,19-03-2025 07:00,Graffiti,In Progress,Graffiti on wall,Mobile App,0.033333333
3194,05-12-2025 13:00,Streetlight,Open,Noise from bar at night,Twitter,0.016666667
3195,26-04-2025 03:00,Pothole,Resolved,Illegal parking,Call Center,0.283333333
3196,02-06-2025 15:00,Noise,Open,Broken footpath,Call Center,0.216666667
3197,27-07-2025 18:00,Noise,Open,Broken footpath,Mobile App,0.066666667
3198,03-03-2025 17:00,Graffiti,Open,Broken footpath,Call Center,0.1
3199,30-10-2025 08:00,Water Leak,Resolved,Broken footpath,Email,-0.066666667
3200,05-06-2025 11:00,Graffiti,In Progress,Broken footpath,Call Center,0.35
3201,30-10-2025 14:00,Graffiti,In Progress,Overflowing garbage,Call Center,0.133333333
3202,19-01-2025 19:00,Garbage,In Progress,Streetlight not working,Email,0.066666667
3203,09-05-2025 21:00,Noise,Open,Streetlight not working,Email,0.183333333
3204,06-02-2025 18:00,Streetlight,Open,Noise from bar at night,Email,0.116666667
3205,03-07-2025 16:00,Graffiti,Resolved,Graffiti on wall,Email,-0.083333333
3206,19-06-2025 12:00,Garbage,In Progress,Illegal parking,Call Center,0.283333333
3207,17-05-2025 13:00,Garbage,Open,Garbage not collected,Twitter,0.316666667
3208,23-12-2025 22:00,Noise,Open,Overflowing garbage,Twitter,0.15
3209,28-11-2025 07:00,Noise,Open,Overflowing garbage,Email,-0.083333333
3210,15-07-2025 10:00,Noise,Resolved,Broken footpath,Call Center,0.15
3211,11-07-2025 11:00,Streetlight,In Progress,Garbage not collected,Call Center,0.333333333
3212,09-07-2025 23:00,Garbage,Resolved,Water leakage on road,Call Center,0.233333333
3213,31-10-2025 19:00,Water Leak,In Progress,Noise from bar at night,Call Center,0.15
3214,07-12-2025 00:00,Streetlight,In Progress,Streetlight not working,Call Center,0.133333333
3215,05-01-2025 16:00,Pothole,Open,Streetlight not working,Twitter,0.116666667
3216,02-08-2025 19:00,Graffiti,Open,Water leakage on road,Mobile App,-0.066666667
3217,14-05-2025 05:00,Noise,Open,Pothole near school,Mobile App,0.4
3218,06-01-2025 19:00,Garbage,Open,Overflowing garbage,Mobile App,0.033333333
3219,01-03-2025 08:00,Graffiti,Open,Overflowing garbage,Email,0.05
3220,03-05-2025 21:00,Streetlight,In Progress,Streetlight not working,Email,0.216666667
3221,13-05-2025 00:00,Pothole,Open,Noise from bar at night,Twitter,0.216666667
3222,29-12-2025 20:00,Streetlight,Open,Noise from bar at night,Twitter,0.283333333
3223,09-09-2025 19:00,Streetlight,Resolved,Broken footpath,Call Center,0.05
3224,19-10-2025 05:00,Water Leak,Resolved,Broken footpath,Twitter,0.283333333
3225,29-10-2025 12:00,Graffiti,In Progress,Water leakage on road,Email,0.366666667
3226,18-09-2025 21:00,Water Leak,In Progress,Garbage not collected,Twitter,0.4
3227,06-02-2025 23:00,Streetlight,Resolved,Graffiti on wall,Call Center,0.383333333
3228,10-05-2025 08:00,Pothole,Resolved,Overflowing garbage,Call Center,0.016666667
3229,03-01-2025 01:00,Garbage,Open,Garbage not collected,Call Center,0.133333333
3230,14-06-2025 15:00,Garbage,Open,Broken footpath,Email,-0.066666667
3231,29-05-2025 08:00,Graffiti,In Progress,Illegal parking,Mobile App,0.1
3232,01-01-2025 18:00,Noise,Resolved,Broken footpath,Mobile App,0.083333333
3233,20-07-2025 21:00,Noise,In Progress,Pothole near school,Email,0.183333333
3234,22-09-2025 04:00,Garbage,Open,Illegal parking,Call Center,-0.066666667
3235,02-12-2025 18:00,Streetlight,In Progress,Pothole near school,Call Center,0.366666667
3236,19-04-2025 14:00,Streetlight,In Progress,Water leakage on road,Email,0.266666667
3237,23-11-2025 22:00,Water Leak,In Progress,Graffiti on wall,Mobile App,0.366666667
3238,27-12-2025 03:00,Graffiti,Open,Overflowing garbage,Call Center,0.1
3239,26-09-2025 00:00,Water Leak,In Progress,Broken footpath,Call Center,0.4
3240,06-06-2025 21:00,Noise,Open,Overflowing garbage,Mobile App,0.333333333
3241,12-04-2025 14:00,Garbage,Resolved,Pothole near school,Email,0.15
3242,22-09-2025 22:00,Streetlight,In Progress,Streetlight not working,Twitter,0.383333333
3243,13-12-2025 15:00,Garbage,In Progress,Streetlight not working,Call Center,0.033333333
3244,05-09-2025 13:00,Pothole,Open,Illegal parking,Mobile App,0.033333333
3245,15-11-2025 12:00,Garbage,In Progress,Overflowing garbage,Email,0.266666667
3246,22-07-2025 07:00,Pothole,Open,Overflowing garbage,Mobile App,0.2
3247,30-09-2025 19:00,Water Leak,In Progress,Noise from bar at night,Mobile App,0.133333333
