Request_ID,Sentiment_Score,Sentiment_Label
2708,0.17,neutral
2709,0.38,positive
2710,-0.94,negative
2711,0.02,neutral
2712,0.44,positive
2713,-0.76,negative
2714,0.36,positive
2715,-0.83,negative
2716,0.61,positive
2717,0.96,positive
2718,0.25,positive
2719,-0.85,negative
2720,0.17,neutral
2721,0.48,positive
2722,0.87,positive
2723,-0.91,negative
2724,0.55,positive
2725,-0.73,negative
2726,0.58,positive
2727,0.78,positive
2728,0.72,positive
2729,0.31,positive
2730,0.0,neutral
2731,0.75,positive
2732,0.04,neutral
2733,-0.62,negative
2734,0.89,positive
2735,-0.25,negative
2736,0.25,positive
2737,-0.6,negative
2738,-0.78,negative
2739,0.1,neutral
2740,0.11,neutral
2741,-0.26,negative
2742,-0.38,negative
2743,-0.25,negative
2744,0.59,positive
2745,-0.28,negative
2746,0.84,positive
2747,-0.77,negative
2748,0.86,positive
2749,0.38,positive
2750,-0.31,negative
2751,-0.99,negative
2752,0.6,positive
2753,0.94,positive
2754,0.96,positive
2755,-0.15,neutral
2756,-0.86,negative
2757,-0.37,negative
2758,-1.0,negative
2759,-0.8,negative
2760,0.05,neutral
2761,0.21,positive
2762,0.46,positive
2763,-0.9,negative
2764,-0.45,negative
2765,-0.29,negative
2766,0.78,positive
2767,0.8,positive
2768,-0.48,negative
2769,-0.03,neutral
2770,-0.15,neutral
2771,0.05,neutral
2772,-0.43,negative
2773,-0.07,neutral
2774,-0.71,negative
2775,0.42,positive
2776,-0.26,negative
2777,0.08,neutral
2778,0.21,positive
2779,0.67,positive
2780,-0.84,negative
2781,-0.03,neutral
2782,0.79,positive
2783,-0.34,negative
2784,-0.11,neutral
2785,-0.83,negative
2786,0.5,positive
2787,-0.83,negative
2788,0.26,positive
2789,-0.25,negative
2790,-0.32,negative
2791,0.17,neutral
2792,0.14,neutral
2793,-0.19,neutral
2794,-0.44,negative
2795,0.02,neutral
2796,-0.47,negative
2797,-0.79,negative
2798,0.6,positive
2799,0.4,positive
2800,-1.0,negative
2801,-0.67,negative
2802,-0.8,negative
2803,0.58,positive
2804,0.55,positive
2805,-0.18,neutral
2806,0.64,positive
2807,0.95,positive
2808,0.94,positive
2809,0.96,positive
2810,0.69,positive
2811,-0.57,negative
2812,-0.89,negative
2813,0.62,positive
2814,-0.38,negative
2815,-0.32,negative
2816,-0.85,negative
2817,0.43,positive
2818,-0.14,neutral
2819,-0.59,negative
2820,0.3,positive
2821,0.96,positive
2822,0.0,neutral
2823,0.21,positive
2824,-0.67,negative
2825,-0.68,negative
2826,-0.08,neutral
2827,0.69,positive
2828,0.82,positive
2829,0.28,positive
2830,-0.28,negative
2831,0.5,positive
2832,-0.42,negative
2833,-0.56,negative
2834,0.59,positive
2835,0.5,positive
2836,0.76,positive
2837,0.15,neutral
2838,0.79,positive
2839,-0.95,negative
2840,-0.49,negative
2841,0.61,positive
2842,-0.15,neutral
2843,-0.52,negative
2844,0.59,positive
2845,0.64,positive
2846,-0.09,neutral
2847,-0.07,neutral
2848,0.56,positive
2849,0.54,positive
2850,0.73,positive
2851,0.29,positive
2852,-0.63,negative
2853,0.1,neutral
2854,-0.24,negative
2855,-0.95,negative
2856,-0.61,negative
2857,-0.59,negative
2858,-0.84,negative
2859,-0.09,neutral
2860,0.02,neutral
2861,-0.32,negative
2862,-0.18,neutral
2863,0.1,neutral
2864,-0.76,negative
2865,0.12,neutral
2866,0.42,positive
2867,0.75,positive
2868,-0.4,negative
2869,0.49,positive
2870,0.21,positive
2871,0.01,neutral
2872,0.84,positive
2873,0.24,positive
2874,-0.27,negative
2875,0.43,positive
2876,0.92,positive
2877,0.84,positive
2878,0.96,positive
2879,-0.81,negative
2880,-0.11,neutral
2881,-0.13,neutral
2882,-0.23,negative
2883,-0.64,negative
2884,0.66,positive
2885,0.35,positive
2886,0.21,positive
2887,-0.11,neutral
2888,-0.22,negative
2889,0.57,positive
2890,0.05,neutral
2891,0.22,positive
2892,-0.8,negative
2893,-0.06,neutral
2894,-0.74,negative
2895,-0.89,negative
2896,0.38,positive
2897,-0.45,negative
2898,0.93,positive
2899,0.21,positive
2900,0.29,positive
2901,-0.61,negative
2902,-0.74,negative
2903,0.05,neutral
2904,0.85,positive
2905,-0.89,negative
2906,0.02,neutral
2907,-0.6,negative
2908,0.56,positive
2909,0.36,positive
2910,-0.81,negative
2911,0.23,positive
2912,0.97,positive
2913,0.06,neutral
2914,-0.43,negative
2915,-0.7,negative
2916,0.98,positive
2917,0.13,neutral
2918,-0.25,negative
2919,-0.57,negative
2920,0.9,positive
2921,0.25,positive
2922,-0.88,negative
2923,-0.88,negative
2924,0.88,positive
2925,0.42,positive
2926,-0.79,negative
2927,0.25,positive
2928,-0.16,neutral
2929,0.58,positive
2930,-0.45,negative
2931,-0.23,negative
2932,-0.67,negative
2933,-0.5,negative
2934,-0.62,negative
2935,-0.95,negative
2936,-0.91,negative
2937,0.67,positive
2938,0.61,positive
2939,-0.72,negative
2940,0.34,positive
2941,0.49,positive
2942,-0.9,negative
2943,-0.82,negative
2944,0.13,neutral
2945,-0.25,negative
2946,0.4,positive
2947,0.12,neutral
2948,-0.94,negative
2949,0.37,positive
2950,-0.59,negative
2951,-0.37,negative
2952,0.47,positive
2953,0.54,positive
2954,-0.31,negative
2955,-0.82,negative
2956,0.54,positive
2957,0.74,positive
2958,0.93,positive
2959,-0.36,negative
2960,-0.75,negative
2961,0.88,positive
2962,-0.2,negative
2963,-0.81,negative
2964,0.0,neutral
2965,-0.62,negative
2966,-0.29,negative
2967,-0.36,negative
2968,0.97,positive
2969,0.28,positive
2970,-0.02,neutral
2971,0.03,neutral
2972,0.21,positive
2973,0.75,positive
2974,-0.71,negative
2975,0.2,neutral
2976,-0.36,negative
2977,0.14,neutral
2978,0.04,neutral
2979,-0.94,negative
2980,0.16,neutral
2981,0.42,positive
2982,-0.51,negative
2983,-0.79,negative
2984,-0.58,negative
2985,0.27,positive
2986,-0.06,neutral
2987,0.73,positive
2988,-0.43,negative
2989,-0.27,negative
2990,0.06,neutral
2991,-0.08,neutral
2992,0.1,neutral
2993,-0.38,negative
2994,-0.67,negative
2995,0.61,positive
2996,-0.92,negative
2997,-0.26,negative
2998,-0.83,negative
2999,0.47,positive
3000,-0.27,negative
3001,-0.94,negative
3002,-0.85,negative
3003,-0.6,negative
3004,0.57,positive
3005,0.6,positive
3006,0.99,positive
3007,-0.52,negative
3008,-0.88,negative
3009,-0.43,negative
3010,-0.64,negative
3011,0.42,positive
3012,0.94,positive
3013,-0.45,negative
3014,-0.34,negative
3015,-0.3,negative
3016,0.71,positive
3017,0.16,neutral
3018,0.95,positive
3019,0.25,positive
3020,0.41,positive
3021,-0.82,negative
3022,0.9,positive
3023,0.26,positive
3024,0.04,neutral
3025,-0.23,negative
3026,-0.85,negative
3027,-0.73,negative
3028,-0.98,negative
3029,1.0,positive
3030,0.57,positive
3031,0.59,positive
3032,0.46,positive
3033,-0.03,neutral
3034,-0.82,negative
3035,-0.86,negative
3036,0.83,positive
3037,-1.0,
3038,0.4,positive
3039,0.26,positive
3040,0.0,neutral
3041,0.95,positive
3042,-0.6,negative
3043,0.57,positive
3044,0.35,positive
3045,0.95,positive
3046,0.87,positive
3047,-0.74,negative
3048,-0.38,negative
3049,0.7,positive
3050,-0.54,negative
3051,-0.24,negative
3052,0.25,positive
3053,0.13,neutral
3054,0.28,positive
3055,0.43,positive
3056,0.46,positive
3057,0.48,positive
3058,0.98,positive
3059,-0.29,negative
3060,-0.91,negative
3061,-0.3,negative
3062,0.82,positive
3063,-0.83,negative
3064,0.29,positive
3065,-0.15,neutral
3066,0.84,positive
3067,0.86,positive
3068,0.57,positive
3069,-0.8,negative
3070,-0.95,negative
3071,-0.73,negative
3072,-0.36,negative
3073,-0.52,negative
3074,-0.26,negative
3075,-0.71,negative
3076,0.51,positive
3077,0.69,positive
3078,-0.02,neutral
3079,0.91,positive
3080,-0.76,negative
3081,-0.79,negative
3082,-0.6,negative
3083,0.96,positive
3084,-0.17,neutral
3085,0.85,positive
3086,-0.6,negative
3087,0.69,positive
3088,-0.38,negative
3089,0.47,positive
3090,0.95,positive
3091,0.87,positive
3092,0.66,positive
3093,-0.9,negative
3094,0.22,positive
3095,0.67,positive
3096,-0.2,negative
3097,0.46,positive
3098,-0.72,negative
3099,-0.65,negative
3100,0.29,positive
3101,-0.13,neutral
3102,-0.56,negative
3103,-0.43,negative
3104,0.24,positive
3105,0.45,positive
3106,-0.58,negative
3107,0.91,positive
3108,-0.98,negative
3109,0.4,positive
3110,-0.42,negative
3111,-0.04,neutral
3112,0.14,neutral
3113,0.12,neutral
3114,0.55,positive
3115,0.65,positive
3116,-0.85,negative
3117,0.41,positive
3118,-0.2,negative
3119,0.64,positive
3120,0.22,positive
3121,-0.98,negative
3122,0.33,positive
3123,0.85,positive
3124,-0.83,negative
3125,-0.01,neutral
3126,0.25,positive
3127,-0.61,negative
3128,0.3,positive
3129,-0.9,negative
3130,0.81,positive
3131,0.53,positive
3132,0.88,positive
3133,-0.16,neutral
3134,-0.93,negative
3135,-0.32,negative
3136,0.03,neutral
3137,0.87,positive
3138,0.77,positive
3139,0.19,neutral
3140,0.46,positive
3141,0.91,positive
3142,0.7,positive
3143,0.32,positive
3144,0.08,neutral
3145,-0.05,neutral
3146,0.51,positive
3147,0.62,positive
3148,-0.56,negative
3149,-0.05,neutral
3150,0.54,positive
3151,0.35,positive
3152,0.18,neutral
3153,-0.35,negative
3154,0.22,positive
3155,0.22,positive
3156,-0.14,neutral
3157,0.92,positive
3158,0.31,positive
3159,0.7,positive
3160,-0.74,negative
3161,0.51,positive
3162,0.2,neutral
3163,-0.38,negative
3164,-0.73,negative
3165,-0.24,negative
3166,-0.12,neutral
3167,-0.72,negative
3168,0.34,positive
3169,-0.39,negative
3170,0.61,positive
3171,0.3,positive
3172,-0.38,negative
3173,-0.28,negative
3174,0.88,positive
3175,0.9,positive
3176,-0.16,neutral
3177,0.36,positive
3178,0.96,positive
3179,0.99,positive
3180,-0.86,negative
3181,0.11,neutral
3182,0.45,positive
3183,-0.63,negative
3184,0.64,positive
3185,-0.06,neutral
3186,0.0,neutral
3187,-0.45,negative
3188,-0.4,negative
3189,-0.83,negative
3190,0.86,positive
3191,-0.24,negative
3192,-0.68,negative
3193,-0.72,negative
3194,-0.19,neutral
3195,0.26,positive
3196,0.56,positive
3197,0.85,positive
3198,0.27,positive
3199,-0.16,neutral
3200,-0.16,neutral
3201,0.15,neutral
3202,0.08,neutral
3203,0.28,positive
3204,0.01,neutral
3205,-0.88,negative
3206,0.0,neutral
3207,-0.95,negative
3208,-0.64,negative
3209,-0.23,negative
3210,0.1,neutral
3211,-0.63,negative
3212,-0.45,negative
3213,-0.25,negative
3214,-0.61,negative
3215,1.0,positive
3216,0.61,positive
3217,0.62,positive
3218,0.14,neutral
3219,0.92,positive
3220,0.46,positive
3221,-0.34,negative
3222,0.22,positive
3223,0.09,neutral
3224,0.16,neutral
3225,0.64,positive
3226,0.02,neutral
3227,0.46,positive
3228,-0.5,negative
3229,0.86,positive
3230,-0.83,negative
3231,0.99,positive
3232,0.27,positive
3233,-0.06,neutral
3234,-0.38,negative
3235,-0.19,neutral
3236,0.56,positive
3237,-0.72,negative
3238,-0.49,negative
3239,-0.75,negative
3240,-0.15,neutral
3241,-0.23,negative
3242,0.3,positive
3243,0.99,positive
3244,0.78,positive
3245,0.76,positive
3246,0.29,positive
3247,-0.46,negative
3248,-0.23,negative
3249,-0.5,negative
3250,-0.73,negative
3251,-0.13,neutral
3252,0.8,positive
3253,0.49,positive
3254,0.97,positive
3255,-0.61,negative
3256,0.0,neutral
3257,0.59,positive
3258,-0.08,neutral
3259,-0.29,negative
3260,0.63,positive
3261,-0.14,neutral
3262,0.83,positive
3263,-0.46,negative
3264,0.79,positive
3265,-0.44,negative
3266,-0.42,negative
3267,-0.16,neutral
3268,0.03,neutral
3269,-0.16,neutral
3270,0.72,positive
3271,0.59,positive
3272,-0.38,negative
3273,0.02,neutral
3274,-0.14,neutral
3275,-0.89,negative
3276,0.5,positive
3277,-0.64,negative
3278,0.87,positive
3279,-0.2,negative
3280,0.24,positive
3281,0.64,positive
3282,-0.64,negative
3283,0.08,neutral
3284,-0.53,negative
3285,0.02,neutral
3286,0.16,neutral
3287,-0.66,negative
3288,0.16,neutral
3289,-0.09,neutral
3290,0.04,neutral
3291,0.81,positive
3292,-0.03,neutral
3293,-0.05,neutral
3294,-0.06,neutral
3295,0.25,positive
3296,-0.26,negative
3297,0.6,positive
3298,-0.43,negative
3299,-0.4,negative
3300,0.18,neutral
3301,-0.48,negative
3302,-0.82,negative
3303,-0.59,negative
3304,0.83,positive
3305,-0.98,negative
3306,-0.73,negative
3307,0.52,positive
3308,0.96,positive
3309,0.38,positive
3310,0.84,positive
3311,0.71,positive
3312,-0.04,neutral
3313,-0.33,negative
3314,0.26,positive
3315,0.07,neutral
3316,-0.95,negative
3317,0.91,positive
3318,0.14,neutral
3319,0.75,positive
3320,0.47,positive
3321,-0.32,negative
3322,0.8,positive
3323,0.58,positive
3324,-0.14,neutral
3325,0.68,positive
3326,-0.46,negative
3327,0.34,positive
3328,-0.77,negative
3329,0.73,positive
3330,0.46,positive
3331,-0.69,negative
3332,-0.96,negative
3333,-0.22,negative
3334,0.35,positive
3335,-0.43,negative
3336,0.95,positive
3337,0.87,positive
3338,0.2,neutral
3339,-0.37,negative
3340,0.79,positive
3341,0.61,positive
3342,-0.83,negative
3343,-0.05,neutral
3344,0.96,positive
3345,-0.09,neutral
3346,0.87,positive
3347,0.95,positive
3348,-0.23,negative
3349,0.93,positive
3350,-0.72,negative
3351,-0.68,negative
3352,-0.45,negative
3353,-0.06,neutral
3354,-0.64,negative
3355,-0.32,negative
3356,-0.79,negative
3357,-0.14,neutral
3358,0.65,positive
3359,0.19,neutral
3360,0.62,positive
3361,-0.73,negative
3362,-0.2,negative
3363,-0.92,negative
3364,-0.26,negative
3365,0.23,positive
3366,0.14,neutral
3367,-0.88,negative
3368,-0.88,negative
3369,-0.39,negative
3370,0.54,positive
3371,-0.96,negative
3372,0.23,positive
3373,-0.63,negative
3374,0.89,positive
3375,-0.14,neutral
3376,-0.9,negative
3377,0.43,positive
3378,-0.03,neutral
3379,0.76,positive
3380,0.3,positive
3381,0.39,positive
3382,0.53,positive
3383,-0.16,neutral
3384,0.59,positive
3385,-0.9,negative
3386,0.53,positive
3387,0.27,positive
3388,0.13,neutral
3389,-0.36,negative
3390,-0.77,negative
3391,0.29,positive
3392,-0.06,neutral
3393,-0.56,negative
3394,-0.91,negative
3395,0.08,neutral
3396,-0.75,negative
3397,0.86,positive
3398,-0.7,negative
3399,-0.94,negative
3400,-0.48,negative
3401,-0.65,negative
3402,0.58,positive
3403,-0.42,negative
3404,-0.51,negative
3405,0.99,positive
3406,-0.7,negative
3407,-0.83,negative
3408,-0.39,negative
3409,-0.19,neutral
3410,0.52,positive
3411,0.91,positive
3412,0.53,positive
3413,0.45,positive
3414,0.98,positive
3415,0.53,positive
3416,-0.72,negative
3417,-0.08,neutral
3418,0.01,neutral
3419,-0.39,negative
3420,-0.67,negative
3421,0.42,positive
3422,-0.45,negative
3423,0.25,positive
3424,-0.35,negative
3425,0.01,neutral
3426,-0.33,negative
3427,-0.18,neutral
3428,0.46,positive
3429,0.77,positive
3430,0.02,neutral
3431,0.22,positive
3432,0.73,positive
3433,-0.71,negative
3434,-0.68,negative
3435,-0.28,negative
3436,-0.38,negative
3437,0.97,positive
3438,0.13,neutral
3439,0.05,neutral
3440,0.16,neutral
3441,0.75,positive
3442,-0.51,negative
3443,0.02,neutral
3444,-0.46,negative
3445,0.56,positive
3446,0.55,positive
3447,0.91,positive
3448,-0.11,neutral
3449,-0.68,negative
3450,0.79,positive
3451,0.78,positive
3452,-0.53,negative
3453,-0.45,negative
3454,-0.37,negative
3455,-0.1,neutral
3456,0.66,positive
3457,-0.71,negative
3458,0.4,positive
3459,-0.29,negative
3460,-0.61,negative
3461,-0.32,negative
3462,0.07,neutral
3463,0.84,positive
3464,0.26,positive
3465,0.21,positive
3466,-0.78,negative
3467,-0.84,negative
3468,-0.74,negative
3469,-0.81,negative
3470,0.15,neutral
3471,-0.09,neutral
3472,-0.99,negative
3473,-0.3,negative
3474,-0.75,negative
3475,0.98,positive
3476,-0.08,neutral
3477,-0.15,neutral
3478,0.29,positive
3479,-0.29,negative
3480,0.43,positive
3481,0.81,positive
3482,0.0,neutral
3483,-0.23,negative
3484,0.04,neutral
3485,0.21,positive
3486,0.7,positive
3487,-0.21,negative
3488,-0.9,negative
3489,0.26,positive
3490,0.97,positive
3491,0.71,positive
3492,0.52,positive
3493,-0.65,negative
3494,0.5,positive
3495,-0.84,negative
3496,-0.01,neutral
3497,-0.26,negative
3498,0.81,positive
3499,-0.68,negative
3500,0.58,positive
3501,-0.9,negative
3502,0.4,positive
3503,-0.41,negative
3504,0.95,positive
3505,0.34,positive
3506,-0.38,negative
3507,-0.53,negative
3508,0.28,positive
3509,-0.45,negative
3510,-0.63,negative
3511,0.3,positive
3512,0.45,positive
3513,-0.52,negative
3514,0.07,neutral
3515,0.33,positive
3516,0.88,positive
3517,0.61,positive
3518,-0.16,neutral
3519,0.69,positive
3520,-0.12,neutral
3521,-0.74,negative
3522,-0.32,negative
3523,0.61,positive
3524,0.91,positive
3525,0.97,positive
3526,0.28,positive
3527,-0.04,neutral
3528,-0.68,negative
3529,-0.79,negative
3530,0.04,neutral
3531,0.46,positive
3532,-0.35,negative
3533,0.35,positive
3534,0.14,neutral
3535,0.88,positive
3536,-0.58,negative
3537,0.18,neutral
3538,-0.17,neutral
3539,-0.48,negative
3540,-0.29,negative
3541,-0.41,negative
3542,0.06,neutral
3543,0.12,neutral
3544,0.73,positive
3545,0.56,positive
3546,-0.39,negative
3547,0.86,positive
3548,0.74,positive
3549,0.25,positive
3550,-0.96,negative
3551,-0.58,negative
3552,0.58,positive
3553,-0.09,neutral
3554,-0.75,negative
3555,-0.18,neutral
3556,-0.58,negative
3557,0.79,positive
3558,0.78,positive
3559,-0.23,negative
3560,-0.73,negative
3561,-0.28,negative
3562,-0.74,negative
3563,-0.39,negative
3564,0.54,positive
3565,-0.42,negative
3566,0.09,neutral
3567,-0.76,negative
3568,-0.3,negative
3569,-0.92,negative
3570,0.1,neutral
3571,-0.3,negative
3572,0.74,positive
3573,-0.21,negative
3574,0.12,neutral
3575,0.95,positive
3576,0.29,positive
3577,0.0,neutral
3578,-0.8,negative
3579,0.64,positive
3580,0.28,positive
3581,-0.78,negative
3582,-0.51,negative
3583,0.08,neutral
3584,-0.91,negative
3585,0.44,positive
3586,-0.54,negative
3587,-0.02,neutral
3588,-0.52,negative
3589,-0.02,neutral
3590,-0.62,negative
3591,0.19,neutral
3592,0.82,positive
3593,0.61,positive
3594,-0.52,negative
3595,0.0,neutral
3596,-0.15,neutral
3597,0.93,positive
3598,0.6,positive
3599,-0.79,negative
3600,-0.66,negative
3601,0.4,positive
3602,-0.68,negative
3603,0.9,positive
3604,0.99,positive
3605,0.56,positive
3606,-0.95,negative
3607,-0.03,neutral
3608,-0.19,neutral
3609,0.6,positive
3610,-0.43,negative
3611,-0.23,negative
3612,-0.81,negative
3613,-0.31,negative
3614,0.95,positive
3615,0.88,positive
3616,0.5,positive
3617,0.81,positive
3618,-0.58,negative
3619,0.24,positive
3620,0.0,neutral
3621,-0.15,neutral
3622,-0.35,negative
3623,0.73,positive
3624,-0.03,neutral
3625,0.45,positive
3626,0.41,positive
3627,-0.73,negative
3628,-0.9,negative
3629,0.68,positive
3630,-0.02,neutral
3631,0.62,positive
3632,-0.41,negative
3633,0.72,positive
3634,0.66,positive
3635,-0.24,negative
3636,-0.18,neutral
3637,-0.3,negative
3638,-0.93,negative
3639,0.38,positive
3640,-0.45,negative
3641,0.77,positive
3642,0.79,positive
3643,0.45,positive
3644,-0.64,negative
3645,-0.82,negative
3646,0.63,positive
3647,0.79,positive
3648,-0.3,negative
3649,-0.29,negative
3650,-0.22,negative
3651,0.66,positive
3652,0.41,positive
3653,-0.76,negative
3654,0.27,positive
3655,-0.98,negative
3656,0.42,positive
3657,0.53,positive
3658,0.63,positive
3659,0.25,positive
3660,-0.64,negative
3661,0.59,positive
3662,0.8,positive
3663,0.27,positive
3664,-0.45,negative
3665,-0.64,negative
3666,-0.54,negative
3667,-0.97,negative
3668,-0.98,negative
3669,-0.41,negative
3670,0.85,positive
3671,0.24,positive
3672,-0.23,negative
3673,-0.98,negative
3674,0.98,positive
3675,-0.09,neutral
3676,0.98,positive
3677,0.44,positive
3678,-0.9,negative
3679,0.72,positive
3680,0.06,neutral
3681,-0.09,neutral
3682,0.52,positive
3683,0.55,positive
3684,0.59,positive
3685,0.52,positive
3686,0.28,positive
3687,0.35,positive
3688,0.72,positive
3689,0.38,positive
3690,-0.8,negative
3691,0.29,positive
3692,-0.66,negative
3693,-0.97,negative
3694,-0.57,negative
3695,-0.69,negative
3696,-0.8,negative
3697,-0.57,negative
3698,0.13,neutral
3699,-0.7,negative
3700,-0.44,negative
3701,0.7,positive
3702,0.78,positive
3703,-0.33,negative
3704,0.8,positive
3705,0.17,neutral
3706,-0.55,negative
3707,0.51,positive
3708,0.84,positive
3709,0.32,positive
3710,-0.6,negative
3711,-0.83,negative
3712,-0.54,negative
3713,-0.32,negative
3714,-0.33,negative
3715,0.0,neutral
3716,0.01,neutral
3717,-0.06,neutral
3718,-0.31,negative
3719,-0.79,negative
3720,-0.16,neutral
3721,0.97,positive
3722,0.31,positive
3723,-0.12,neutral
3724,-0.83,negative
3725,-1.0,negative
3726,0.15,neutral
3727,0.0,neutral
3728,-0.96,negative
3729,-0.83,negative
3730,-0.29,negative
3731,-0.72,negative
3732,0.92,positive
3733,-0.93,negative
3734,0.95,positive
3735,0.31,positive
3736,-0.19,neutral
3737,0.08,neutral
3738,-0.18,neutral
3739,0.15,neutral
3740,-0.7,negative
3741,-0.76,negative
3742,0.06,neutral
3743,-0.86,negative
3744,-0.42,negative
3745,0.85,positive
3746,0.75,positive
3747,0.66,positive
3748,0.01,neutral
3749,-0.94,negative
3750,-0.76,negative
3751,0.84,positive
3752,0.67,positive
3753,-0.25,negative
3754,0.46,positive
3755,0.71,positive
3756,0.24,positive
3757,0.71,positive
3758,-0.51,negative
3759,-0.08,neutral
3760,0.16,neutral
3761,0.26,positive
3762,0.97,positive
3763,0.69,positive
3764,-0.89,negative
3765,-0.66,negative
3766,0.31,positive
3767,-0.52,negative
3768,-0.68,negative
3769,0.33,positive
3770,0.07,neutral
3771,0.61,positive
3772,-0.36,negative
3773,-0.34,negative
3774,-0.7,negative
3775,0.3,positive
3776,0.42,positive
3777,-0.72,negative
3778,-0.49,negative
3779,-0.69,negative
3780,0.5,positive
3781,-0.58,negative
3782,-0.7,negative
3783,-0.86,negative
3784,0.66,positive
3785,-0.75,negative
3786,-0.94,negative
3787,-0.87,negative
3788,-0.27,negative
3789,0.19,neutral
3790,-0.2,negative
3791,-0.09,neutral
3792,0.84,positive
3793,0.52,positive
3794,-0.32,negative
3795,-0.69,negative
3796,0.5,positive
3797,0.15,neutral
3798,0.92,positive
3799,0.82,positive
3800,0.13,neutral
3801,-0.86,negative
3802,-0.94,negative
3803,0.68,positive
3804,0.4,positive
3805,0.12,neutral
3806,0.38,positive
3807,0.08,neutral
3808,0.16,neutral
3809,-0.55,negative
3810,-0.09,neutral
3811,-0.98,negative
3812,0.34,positive
3813,-0.34,negative
3814,0.31,positive
3815,0.85,positive
3816,0.18,neutral
3817,-0.34,negative
3818,-0.59,negative
3819,-0.5,negative
3820,0.97,positive
3821,0.23,positive
3822,-0.12,neutral
3823,-0.54,negative
3824,0.55,positive
3825,-0.23,negative
3826,-0.4,negative
3827,-0.56,negative
3828,-0.63,negative
3829,-0.45,negative
3830,0.25,positive
3831,-0.52,negative
3832,-0.88,negative
3833,-0.28,negative
3834,0.17,neutral
3835,-0.88,negative
3836,-0.09,neutral
3837,-0.9,negative
3838,0.54,positive
3839,0.74,positive
3840,0.93,positive
3841,0.38,positive
3842,0.26,positive
3843,0.39,positive
3844,0.71,positive
3845,0.61,positive
3846,-0.12,neutral
3847,0.3,positive
3848,-0.68,negative
3849,0.39,positive
3850,0.46,positive
3851,0.6,positive
3852,0.64,positive
3853,-0.12,neutral
3854,0.81,positive
3855,0.96,positive
3856,0.96,positive
3857,0.17,neutral
3858,0.12,neutral
3859,-0.09,neutral
3860,-0.4,negative
3861,-0.33,negative
3862,-0.57,negative
3863,0.91,positive
3864,0.24,positive
3865,0.87,positive
3866,-0.23,negative
3867,-0.4,negative
3868,-0.73,negative
3869,-0.4,negative
3870,0.78,positive
3871,0.16,neutral
3872,-0.1,neutral
3873,0.14,neutral
3874,0.79,positive
3875,-0.61,negative
3876,0.93,positive
3877,0.33,positive
3878,0.71,positive
3879,0.05,neutral
3880,-0.53,negative
3881,0.13,neutral
3882,-0.86,negative
3883,0.7,positive
3884,0.3,positive
3885,-0.43,negative
3886,-0.45,negative
3887,0.81,positive
3888,0.68,positive
3889,0.53,positive
3890,-0.17,neutral
3891,0.75,positive
3892,-0.51,negative
3893,-0.95,negative
3894,-0.13,neutral
3895,0.84,positive
3896,0.14,neutral
3897,-0.54,negative
3898,0.3,positive
3899,0.49,positive
3900,0.1,neutral
3901,0.69,positive
3902,0.18,neutral
3903,-0.81,negative
3904,0.62,positive
3905,-0.71,negative
3906,0.77,positive
3907,0.04,neutral
3908,0.46,positive
3909,0.94,positive
3910,-0.14,neutral
3911,-0.08,neutral
3912,0.65,positive
3913,-0.78,negative
3914,-0.94,negative
3915,0.21,positive
3916,-0.66,negative
3917,-0.49,negative
3918,0.95,positive
3919,0.31,positive
3920,0.71,positive
3921,0.8,positive
3922,-0.76,negative
3923,0.86,positive
3924,0.73,positive
3925,-0.91,negative
3926,0.95,positive
3927,-0.08,neutral
3928,0.95,positive
3929,0.65,positive
3930,-0.12,neutral
3931,0.02,neutral
3932,-0.45,negative
3933,-0.03,neutral
3934,-0.79,negative
3935,0.82,positive
3936,0.43,positive
3937,0.61,positive
3938,0.06,neutral
3939,-0.75,negative
3940,0.07,neutral
3941,-0.34,negative
3942,-0.98,negative
3943,0.23,positive
3944,0.71,positive
3945,0.42,positive
3946,-0.55,negative
3947,0.64,positive
3948,-0.38,negative
3949,-0.56,negative
3950,0.92,positive
3951,-0.97,negative
3952,-0.66,negative
3953,-0.07,neutral
3954,-0.67,negative
3955,-0.67,negative
3956,0.27,positive
3957,0.64,positive
3958,0.32,positive
3959,-0.8,negative
3960,0.79,positive
3961,0.85,positive
3962,-0.44,negative
3963,0.11,neutral
3964,-0.03,neutral
3965,0.34,positive
3966,0.96,positive
3967,0.97,positive
3968,0.02,neutral
3969,-0.82,negative
3970,-0.33,negative
3971,-0.17,neutral
3972,0.07,neutral
3973,0.92,positive
3974,-0.48,negative
3975,0.07,neutral
3976,-0.42,negative
3977,0.84,positive
3978,0.98,positive
3979,0.74,positive
3980,-0.32,negative
3981,-0.44,negative
3982,-0.14,neutral
3983,0.5,positive
3984,-0.98,negative
3985,0.99,positive
3986,0.77,positive
3987,-0.95,negative
3988,-0.24,negative
3989,0.38,positive
3990,-0.52,negative
3991,-0.71,negative
3992,0.26,positive
3993,0.81,positive
3994,0.91,positive
3995,-0.98,negative
3996,0.75,positive
3997,0.12,neutral
3998,-0.52,negative
3999,0.23,positive
4000,0.99,positive
4001,-1.0,negative
4002,-0.45,negative
4003,0.4,positive
4004,-0.91,negative
4005,0.64,positive
4006,0.31,positive
4007,0.68,positive
4008,-0.54,negative
4009,0.69,positive
4010,-0.1,neutral
4011,-0.73,negative
4012,0.8,positive
4013,0.41,positive
4014,-0.66,negative
4015,-0.51,negative
4016,-0.46,negative
