Request_ID,Month,Quarter,Day_of_Week
2065,7,Q3,Tuesday
2066,4,Q2,Thursday
2067,5,Q2,Sunday
2068,5,Q2,Friday
2069,7,Q3,Friday
2070,10,Q4,Monday
2071,10,Q4,Saturday
2072,6,Q2,Saturday
2073,1,Q1,Tuesday
2074,1,Q1,Saturday
2075,5,Q2,Thursday
2076,9,Q3,Sunday
2077,9,Q3,Monday
2078,1,Q1,Tuesday
2079,1,Q1,Thursday
2080,8,Q3,Friday
2081,8,Q3,Friday
2082,2,Q1,Thursday
2083,12,Q4,Friday
2084,8,Q3,Saturday
2085,9,Q3,Thursday
2086,2,Q1,Tuesday
2087,2,Q1,Tuesday
2088,3,Q1,Monday
2089,2,Q1,Monday
2090,4,Q2,Monday
2091,12,Q4,Sunday
2092,2,Q1,Wednesday
2093,8,Q3,Thursday
2094,2,Q1,Sunday
2095,1,Q1,Tuesday
2096,3,Q1,Tuesday
2097,12,Q4,Wednesday
2098,3,Q1,Friday
2099,3,Q1,Sunday
2100,4,Q2,Tuesday
2101,12,Q4,Thursday
2102,5,Q2,Sunday
2103,8,Q3,Saturday
2104,12,Q4,Monday
2105,12,Q4,Sunday
2106,3,Q1,Saturday
2107,7,Q3,Thursday
2108,9,Q3,Wednesday
2109,4,Q2,Friday
2110,6,Q2,Friday
2111,12,Q4,Monday
2112,3,Q1,Friday
2113,4,Q2,Saturday
2114,10,Q4,Wednesday
2115,3,Q1,Sunday
2116,7,Q3,Tuesday
2117,11,Q4,Sunday
2118,9,Q3,Wednesday
2119,3,Q1,Saturday
2120,9,Q3,Wednesday
2121,5,Q2,Monday
2122,11,Q4,Friday
2123,8,Q3,Friday
2124,5,Q2,Monday
2125,4,Q2,Tuesday
2126,5,Q2,Thursday
2127,1,Q1,Wednesday
2128,11,Q4,Monday
2129,6,Q2,Saturday
2130,11,Q4,Wednesday
2131,11,Q4,Tuesday
2132,3,Q1,Sunday
2133,10,Q4,Tuesday
2134,3,Q1,Saturday
2135,7,Q3,Wednesday
2136,7,Q3,Monday
2137,1,Q1,Tuesday
2138,3,Q1,Monday
2139,5,Q2,Sunday
2140,12,Q4,Friday
2141,1,Q1,Monday
2142,2,Q1,Friday
2143,3,Q1,Tuesday
2144,11,Q4,Wednesday
2145,1,Q1,Thursday
2146,1,Q1,Saturday
2147,8,Q3,Monday
2148,8,Q3,Monday
2149,4,Q2,Monday
2150,12,Q4,Monday
2151,4,Q2,Sunday
2152,2,Q1,Thursday
2153,8,Q3,Wednesday
2154,1,Q1,Wednesday
2155,6,Q2,Monday
2156,1,Q1,Tuesday
2157,11,Q4,Thursday
2158,2,Q1,Tuesday
2159,8,Q3,Thursday
2160,9,Q3,Monday
2161,3,Q1,Sunday
2162,4,Q2,Wednesday
2163,6,Q2,Saturday
2164,9,Q3,Friday
2165,8,Q3,Friday
2166,6,Q2,Friday
2167,4,Q2,Wednesday
2168,9,Q3,Sunday
2169,6,Q2,Monday
2170,3,Q1,Saturday
2171,12,Q4,Thursday
2172,3,Q1,Saturday
2173,12,Q4,Tuesday
2174,9,Q3,Sunday
2175,10,Q4,Thursday
2176,12,Q4,Friday
2177,9,Q3,Saturday
2178,11,Q4,Monday
2179,11,Q4,Tuesday
2180,10,Q4,Saturday
2181,1,Q1,Saturday
2182,5,Q2,Thursday
2183,4,Q2,Tuesday
2184,1,Q1,Friday
2185,11,Q4,Monday
2186,9,Q3,Monday
2187,10,Q4,Thursday
2188,3,Q1,Saturday
2189,10,Q4,Wednesday
2190,7,Q3,Saturday
2191,3,Q1,Monday
2192,3,Q1,Wednesday
2193,6,Q2,Monday
2194,3,Q1,Thursday
2195,5,Q2,Sunday
2196,10,Q4,Sunday
2197,1,Q1,Sunday
2198,6,Q2,Friday
2199,12,Q4,Monday
2200,12,Q4,Sunday
2201,12,Q4,Thursday
2202,8,Q3,Thursday
2203,7,Q3,Monday
2204,1,Q1,Sunday
2205,3,Q1,Thursday
2206,3,Q1,Wednesday
2207,7,Q3,Wednesday
2208,4,Q2,Monday
2209,8,Q3,Friday
2210,9,Q3,Monday
2211,3,Q1,Friday
2212,2,Q1,Sunday
2213,11,Q4,Tuesday
2214,10,Q4,Sunday
2215,3,Q1,Saturday
2216,6,Q2,Wednesday
2217,10,Q4,Monday
2218,7,Q3,Sunday
2219,3,Q1,Sunday
2220,9,Q3,Tuesday
2221,6,Q2,Sunday
2222,10,Q4,Thursday
2223,3,Q1,Friday
2224,4,Q2,Saturday
2225,7,Q3,Tuesday
2226,10,Q4,Thursday
2227,4,Q2,Saturday
2228,8,Q3,Wednesday
2229,10,Q4,Monday
2230,4,Q2,Thursday
2231,9,Q3,Thursday
2232,1,Q1,Wednesday
2233,12,Q4,Wednesday
2234,4,Q2,Thursday
2235,1,Q1,Monday
2236,8,Q3,Thursday
2237,12,Q4,Sunday
2238,10,Q4,Wednesday
2239,10,Q4,Tuesday
2240,7,Q3,Monday
2241,7,Q3,Sunday
2242,12,Q4,Wednesday
2243,9,Q3,Wednesday
2244,4,Q2,Sunday
2245,8,Q3,Wednesday
2246,10,Q4,Saturday
2247,5,Q2,Tuesday
2248,4,Q2,Monday
2249,7,Q3,Friday
2250,9,Q3,Tuesday
2251,1,Q1,Saturday
2252,1,Q1,Sunday
2253,3,Q1,Friday
2254,6,Q2,Sunday
2255,10,Q4,Saturday
2256,5,Q2,Wednesday
2257,8,Q3,Friday
2258,10,Q4,Sunday
2259,1,Q1,Sunday
2260,1,Q1,Wednesday
2261,6,Q2,Tuesday
2262,4,Q2,Monday
2263,10,Q4,Saturday
2264,9,Q3,Monday
2265,9,Q3,Thursday
2266,4,Q2,Friday
2267,10,Q4,Monday
2268,8,Q3,Thursday
2269,8,Q3,Friday
2270,5,Q2,Saturday
2271,1,Q1,Tuesday
2272,7,Q3,Tuesday
2273,11,Q4,Sunday
2274,2,Q1,Sunday
2275,2,Q1,Saturday
2276,2,Q1,Sunday
2277,3,Q1,Wednesday
2278,12,Q4,Thursday
2279,6,Q2,Wednesday
2280,11,Q4,Sunday
2281,9,Q3,Friday
2282,6,Q2,Wednesday
2283,11,Q4,Sunday
2284,10,Q4,Friday
2285,1,Q1,Friday
2286,1,Q1,Sunday
2287,1,Q1,Monday
2288,11,Q4,Tuesday
2289,8,Q3,Thursday
2290,5,Q2,Monday
2291,4,Q2,Tuesday
2292,1,Q1,Saturday
2293,6,Q2,Thursday
2294,5,Q2,Tuesday
2295,9,Q3,Saturday
2296,6,Q2,Monday
2297,12,Q4,Tuesday
2298,3,Q1,Thursday
2299,9,Q3,Friday
2300,8,Q3,Friday
2301,2,Q1,Saturday
2302,10,Q4,Thursday
2303,4,Q2,Monday
2304,9,Q3,Thursday
2305,10,Q4,Saturday
2306,10,Q4,Thursday
2307,3,Q1,Tuesday
2308,11,Q4,Friday
2309,9,Q3,Wednesday
2310,2,Q1,Saturday
2311,7,Q3,Thursday
2312,1,Q1,Tuesday
2313,3,Q1,Sunday
2314,9,Q3,Monday
2315,8,Q3,Friday
2316,9,Q3,Sunday
2317,7,Q3,Wednesday
2318,6,Q2,Monday
2319,10,Q4,Sunday
2320,1,Q1,Sunday
2321,9,Q3,Tuesday
2322,9,Q3,Thursday
2323,11,Q4,Monday
2324,7,Q3,Saturday
2325,9,Q3,Tuesday
2326,2,Q1,Sunday
2327,12,Q4,Sunday
2328,9,Q3,Friday
2329,1,Q1,Monday
2330,11,Q4,Wednesday
2331,7,Q3,Sunday
2332,1,Q1,Friday
2333,3,Q1,Sunday
2334,11,Q4,Tuesday
2335,2,Q1,Monday
2336,7,Q3,Thursday
2337,11,Q4,Thursday
2338,9,Q3,Tuesday
2339,4,Q2,Sunday
2340,6,Q2,Tuesday
2341,2,Q1,Thursday
2342,10,Q4,Tuesday
2343,4,Q2,Saturday
2344,1,Q1,Monday
2345,4,Q2,Monday
2346,7,Q3,Friday
2347,8,Q3,Sunday
2348,9,Q3,Saturday
2349,8,Q3,Saturday
2350,12,Q4,Saturday
2351,1,Q1,Saturday
2352,10,Q4,Sunday
2353,6,Q2,Friday
2354,3,Q1,Friday
2355,7,Q3,Friday
2356,3,Q1,Sunday
2357,6,Q2,Friday
2358,6,Q2,Tuesday
2359,11,Q4,Friday
2360,5,Q2,Saturday
2361,8,Q3,Wednesday
2362,11,Q4,Tuesday
2363,7,Q3,Thursday
2364,10,Q4,Wednesday
2365,3,Q1,Wednesday
2366,5,Q2,Monday
2367,10,Q4,Sunday
2368,7,Q3,Monday
2369,2,Q1,Saturday
2370,3,Q1,Sunday
2371,4,Q2,Thursday
2372,1,Q1,Sunday
2373,1,Q1,Sunday
2374,10,Q4,Sunday
2375,3,Q1,Saturday
2376,1,Q1,Thursday
2377,8,Q3,Sunday
2378,12,Q4,Thursday
2379,2,Q1,Tuesday
2380,11,Q4,Saturday
2381,11,Q4,Friday
2382,8,Q3,Wednesday
2383,5,Q2,Wednesday
2384,8,Q3,Tuesday
2385,7,Q3,Saturday
2386,10,Q4,Monday
2387,4,Q2,Wednesday
2388,4,Q2,Monday
2389,8,Q3,Sunday
2390,2,Q1,Sunday
2391,3,Q1,Tuesday
2392,1,Q1,Tuesday
2393,2,Q1,Wednesday
2394,11,Q4,Monday
2395,10,Q4,Sunday
2396,3,Q1,Thursday
2397,11,Q4,Tuesday
2398,5,Q2,Tuesday
2399,7,Q3,Thursday
2400,1,Q1,Friday
2401,11,Q4,Saturday
2402,1,Q1,Wednesday
2403,3,Q1,Sunday
2404,10,Q4,Thursday
2405,9,Q3,Sunday
2406,1,Q1,Wednesday
2407,10,Q4,Thursday
2408,1,Q1,Friday
2409,11,Q4,Saturday
2410,6,Q2,Thursday
2411,3,Q1,Tuesday
2412,3,Q1,Monday
2413,2,Q1,Sunday
2414,8,Q3,Tuesday
2415,1,Q1,Thursday
2416,3,Q1,Tuesday
2417,2,Q1,Wednesday
2418,4,Q2,Thursday
2419,6,Q2,Monday
2420,11,Q4,Thursday
2421,4,Q2,Saturday
2422,6,Q2,Thursday
2423,10,Q4,Tuesday
2424,7,Q3,Wednesday
2425,7,Q3,Wednesday
2426,11,Q4,Saturday
2427,5,Q2,Saturday
2428,11,Q4,Friday
2429,4,Q2,Sunday
2430,12,Q4,Sunday
2431,8,Q3,Thursday
2432,3,Q1,Sunday
2433,10,Q4,Wednesday
2434,8,Q3,Sunday
2435,10,Q4,Saturday
2436,7,Q3,Saturday
2437,8,Q3,Friday
2438,2,Q1,Tuesday
2439,7,Q3,Sunday
2440,2,Q1,Tuesday
2441,7,Q3,Sunday
2442,7,Q3,Sunday
2443,7,Q3,Tuesday
2444,1,Q1,Wednesday
2445,6,Q2,Monday
2446,3,Q1,Monday
2447,1,Q1,Thursday
2448,8,Q3,Sunday
2449,9,Q3,Tuesday
2450,3,Q1,Monday
2451,8,Q3,Saturday
2452,7,Q3,Thursday
2453,7,Q3,Sunday
2454,2,Q1,Wednesday
2455,4,Q2,Wednesday
2456,1,Q1,Wednesday
2457,5,Q2,Saturday
2458,8,Q3,Monday
2459,7,Q3,Monday
2460,8,Q3,Sunday
2461,3,Q1,Wednesday
2462,7,Q3,Monday
2463,2,Q1,Wednesday
2464,6,Q2,Sunday
2465,6,Q2,Sunday
2466,12,Q4,Tuesday
2467,9,Q3,Saturday
2468,10,Q4,Thursday
2469,5,Q2,Sunday
2470,9,Q3,Wednesday
2471,9,Q3,Thursday
2472,2,Q1,Tuesday
2473,5,Q2,Monday
2474,7,Q3,Saturday
2475,12,Q4,Monday
2476,6,Q2,Thursday
2477,5,Q2,Thursday
2478,10,Q4,Wednesday
2479,1,Q1,Friday
2480,6,Q2,Friday
2481,8,Q3,Saturday
2482,3,Q1,Thursday
2483,10,Q4,Sunday
2484,6,Q2,Wednesday
2485,8,Q3,Friday
2486,2,Q1,Tuesday
2487,6,Q2,Friday
2488,12,Q4,Thursday
2489,1,Q1,Saturday
2490,3,Q1,Saturday
2491,2,Q1,Saturday
2492,6,Q2,Sunday
2493,1,Q1,Tuesday
2494,11,Q4,Thursday
2495,4,Q2,Wednesday
2496,9,Q3,Wednesday
2497,7,Q3,Wednesday
2498,6,Q2,Wednesday
2499,6,Q2,Wednesday
2500,1,Q1,Thursday
2501,4,Q2,Tuesday
2502,3,Q1,Tuesday
2503,7,Q3,Monday
2504,11,Q4,Tuesday
2505,11,Q4,Tuesday
2506,2,Q1,Sunday
2507,5,Q2,Monday
2508,3,Q1,Sunday
2509,1,Q1,Friday
2510,9,Q3,Tuesday
2511,9,Q3,Friday
2512,9,Q3,Wednesday
2513,6,Q2,Tuesday
2514,4,Q2,Sunday
2515,4,Q2,Sunday
2516,3,Q1,Wednesday
2517,11,Q4,Saturday
2518,3,Q1,Tuesday
2519,8,Q3,Sunday
2520,7,Q3,Monday
2521,6,Q2,Sunday
2522,10,Q4,Wednesday
2523,11,Q4,Friday
2524,3,Q1,Saturday
2525,8,Q3,Saturday
2526,11,Q4,Friday
2527,3,Q1,Monday
2528,2,Q1,Monday
2529,10,Q4,Wednesday
2530,4,Q2,Monday
2531,5,Q2,Monday
2532,12,Q4,Tuesday
2533,3,Q1,Sunday
2534,6,Q2,Tuesday
2535,5,Q2,Friday
2536,3,Q1,Monday
2537,3,Q1,Monday
2538,4,Q2,Friday
2539,5,Q2,Friday
2540,10,Q4,Sunday
2541,8,Q3,Monday
2542,5,Q2,Sunday
2543,3,Q1,Friday
2544,1,Q1,Wednesday
2545,2,Q1,Monday
2546,3,Q1,Monday
2547,6,Q2,Monday
2548,5,Q2,Wednesday
2549,10,Q4,Thursday
2550,11,Q4,Sunday
2551,1,Q1,Wednesday
2552,5,Q2,Saturday
2553,10,Q4,Wednesday
2554,7,Q3,Friday
2555,4,Q2,Saturday
2556,9,Q3,Thursday
2557,5,Q2,Saturday
2558,11,Q4,Friday
2559,2,Q1,Saturday
2560,3,Q1,Tuesday
2561,3,Q1,Sunday
2562,8,Q3,Wednesday
2563,3,Q1,Tuesday
2564,9,Q3,Saturday
2565,2,Q1,Saturday
2566,6,Q2,Wednesday
2567,2,Q1,Thursday
2568,8,Q3,Thursday
2569,3,Q1,Friday
2570,10,Q4,Saturday
2571,10,Q4,Wednesday
2572,5,Q2,Friday
2573,1,Q1,Sunday
2574,9,Q3,Wednesday
2575,7,Q3,Sunday
2576,11,Q4,Thursday
2577,11,Q4,Sunday
2578,11,Q4,Thursday
2579,7,Q3,Saturday
2580,10,Q4,Thursday
2581,4,Q2,Monday
2582,9,Q3,Friday
2583,2,Q1,Friday
2584,6,Q2,Monday
2585,6,Q2,Tuesday
2586,10,Q4,Saturday
2587,4,Q2,Tuesday
2588,4,Q2,Tuesday
2589,8,Q3,Monday
2590,9,Q3,Sunday
2591,12,Q4,Saturday
2592,12,Q4,Monday
2593,10,Q4,Friday
2594,2,Q1,Sunday
2595,9,Q3,Saturday
2596,9,Q3,Monday
2597,4,Q2,Friday
2598,6,Q2,Monday
2599,8,Q3,Saturday
2600,3,Q1,Saturday
2601,6,Q2,Sunday
2602,10,Q4,Saturday
2603,5,Q2,Thursday
2604,4,Q2,Wednesday
2605,3,Q1,Saturday
2606,12,Q4,Tuesday
2607,7,Q3,Thursday
2608,8,Q3,Monday
2609,2,Q1,Sunday
2610,3,Q1,Saturday
2611,11,Q4,Wednesday
2612,7,Q3,Tuesday
2613,1,Q1,Wednesday
2614,1,Q1,Thursday
2615,12,Q4,Saturday
2616,1,Q1,Monday
2617,1,Q1,Wednesday
2618,7,Q3,Friday
2619,5,Q2,Sunday
2620,3,Q1,Sunday
2621,10,Q4,Saturday
2622,7,Q3,Monday
2623,10,Q4,Sunday
2624,9,Q3,Thursday
2625,5,Q2,Tuesday
2626,6,Q2,Monday
2627,12,Q4,Monday
2628,3,Q1,Monday
2629,10,Q4,Wednesday
2630,4,Q2,Tuesday
2631,4,Q2,Thursday
2632,2,Q1,Monday
2633,4,Q2,Monday
2634,6,Q2,Thursday
2635,9,Q3,Tuesday
2636,5,Q2,Monday
2637,2,Q1,Monday
2638,12,Q4,Friday
2639,3,Q1,Thursday
2640,6,Q2,Sunday
2641,5,Q2,Wednesday
2642,9,Q3,Tuesday
2643,1,Q1,Monday
2644,11,Q4,Monday
2645,2,Q1,Thursday
2646,3,Q1,Sunday
2647,1,Q1,Friday
2648,2,Q1,Thursday
2649,7,Q3,Friday
2650,9,Q3,Tuesday
2651,10,Q4,Saturday
2652,10,Q4,Sunday
2653,11,Q4,Thursday
2654,8,Q3,Monday
2655,10,Q4,Thursday
2656,12,Q4,Friday
2657,4,Q2,Sunday
2658,7,Q3,Monday
2659,3,Q1,Sunday
2660,4,Q2,Monday
2661,10,Q4,Saturday
2662,6,Q2,Monday
2663,5,Q2,Wednesday
2664,9,Q3,Wednesday
2665,6,Q2,Sunday
2666,7,Q3,Tuesday
2667,3,Q1,Monday
2668,8,Q3,Saturday
2669,9,Q3,Saturday
2670,4,Q2,Monday
2671,1,Q1,Thursday
2672,6,Q2,Friday
2673,5,Q2,Saturday
2674,3,Q1,Wednesday
2675,1,Q1,Sunday
2676,10,Q4,Thursday
2677,12,Q4,Monday
2678,4,Q2,Thursday
2679,6,Q2,Friday
2680,11,Q4,Wednesday
2681,8,Q3,Friday
2682,4,Q2,Monday
2683,10,Q4,Saturday
2684,11,Q4,Sunday
2685,3,Q1,Thursday
2686,12,Q4,Sunday
2687,4,Q2,Saturday
2688,2,Q1,Monday
2689,6,Q2,Saturday
2690,5,Q2,Friday
2691,9,Q3,Monday
2692,7,Q3,Saturday
2693,6,Q2,Thursday
2694,6,Q2,Sunday
2695,5,Q2,Sunday
2696,9,Q3,Friday
2697,1,Q1,Sunday
2698,3,Q1,Tuesday
2699,2,Q1,Friday
2700,9,Q3,Monday
2701,6,Q2,Thursday
2702,1,Q1,Wednesday
2703,6,Q2,Monday
2704,11,Q4,Wednesday
2705,11,Q4,Saturday
2706,11,Q4,Tuesday
2707,4,Q2,Tuesday
2708,6,Q2,Wednesday
2709,12,Q4,Tuesday
2710,2,Q1,Saturday
2711,5,Q2,Wednesday
2712,1,Q1,Thursday
2713,9,Q3,Sunday
2714,8,Q3,Monday
2715,6,Q2,Thursday
2716,12,Q4,Wednesday
2717,4,Q2,Friday
2718,10,Q4,Friday
2719,12,Q4,Tuesday
2720,12,Q4,Friday
2721,6,Q2,Friday
2722,5,Q2,Tuesday
2723,7,Q3,Thursday
2724,7,Q3,Tuesday
2725,11,Q4,Thursday
2726,12,Q4,Thursday
2727,3,Q1,Tuesday
2728,2,Q1,Thursday
2729,2,Q1,Saturday
2730,5,Q2,Friday
2731,6,Q2,Monday
2732,11,Q4,Thursday
2733,1,Q1,Wednesday
2734,8,Q3,Thursday
2735,3,Q1,Saturday
2736,3,Q1,Sunday
2737,8,Q3,Thursday
2738,12,Q4,Tuesday
2739,8,Q3,Sunday
2740,8,Q3,Tuesday
2741,8,Q3,Friday
2742,11,Q4,Wednesday
2743,11,Q4,Tuesday
2744,11,Q4,Saturday
2745,11,Q4,Monday
2746,9,Q3,Saturday
2747,3,Q1,Tuesday
2748,4,Q2,Thursday
2749,8,Q3,Thursday
2750,5,Q2,Saturday
2751,2,Q1,Friday
2752,7,Q3,Wednesday
2753,6,Q2,Sunday
2754,8,Q3,Monday
2755,6,Q2,Wednesday
2756,4,Q2,Saturday
2757,11,Q4,Wednesday
2758,3,Q1,Saturday
2759,4,Q2,Wednesday
2760,8,Q3,Saturday
2761,1,Q1,Sunday
2762,4,Q2,Monday
2763,3,Q1,Thursday
2764,11,Q4,Wednesday
2765,11,Q4,Saturday
2766,1,Q1,Wednesday
2767,10,Q4,Monday
2768,10,Q4,Monday
2769,8,Q3,Wednesday
2770,10,Q4,Wednesday
2771,11,Q4,Saturday
2772,8,Q3,Thursday
2773,3,Q1,Saturday
2774,1,Q1,Tuesday
2775,10,Q4,Wednesday
2776,12,Q4,Wednesday
2777,10,Q4,Monday
2778,4,Q2,Monday
2779,2,Q1,Friday
2780,10,Q4,Wednesday
2781,8,Q3,Thursday
2782,10,Q4,Thursday
2783,8,Q3,Thursday
2784,9,Q3,Tuesday
2785,7,Q3,Saturday
2786,11,Q4,Thursday
2787,10,Q4,Monday
2788,11,Q4,Thursday
2789,7,Q3,Thursday
2790,10,Q4,Sunday
2791,3,Q1,Thursday
2792,3,Q1,Monday
2793,5,Q2,Monday
2794,9,Q3,Monday
2795,9,Q3,Wednesday
2796,4,Q2,Saturday
2797,9,Q3,Saturday
2798,9,Q3,Friday
2799,8,Q3,Friday
2800,11,Q4,Saturday
2801,7,Q3,Thursday
2802,4,Q2,Sunday
2803,8,Q3,Thursday
2804,6,Q2,Thursday
2805,8,Q3,Saturday
2806,7,Q3,Tuesday
2807,8,Q3,Thursday
2808,4,Q2,Thursday
2809,12,Q4,Tuesday
2810,9,Q3,Thursday
2811,12,Q4,Saturday
2812,9,Q3,Tuesday
2813,3,Q1,Sunday
2814,10,Q4,Thursday
2815,9,Q3,Sunday
2816,6,Q2,Sunday
2817,1,Q1,Friday
2818,5,Q2,Saturday
2819,12,Q4,Tuesday
2820,1,Q1,Wednesday
2821,9,Q3,Thursday
2822,7,Q3,Wednesday
2823,9,Q3,Monday
2824,10,Q4,Friday
2825,9,Q3,Monday
2826,2,Q1,Monday
2827,2,Q1,Sunday
2828,8,Q3,Saturday
2829,8,Q3,Thursday
2830,4,Q2,Friday
2831,8,Q3,Monday
2832,2,Q1,Thursday
2833,5,Q2,Wednesday
2834,3,Q1,Wednesday
2835,8,Q3,Friday
2836,11,Q4,Thursday
2837,9,Q3,Thursday
2838,12,Q4,Wednesday
2839,8,Q3,Tuesday
2840,7,Q3,Sunday
2841,8,Q3,Thursday
2842,6,Q2,Thursday
2843,4,Q2,Saturday
2844,12,Q4,Wednesday
2845,7,Q3,Friday
2846,5,Q2,Thursday
2847,6,Q2,Thursday
2848,3,Q1,Tuesday
2849,3,Q1,Wednesday
2850,3,Q1,Saturday
2851,12,Q4,Monday
2852,6,Q2,Sunday
2853,3,Q1,Friday
2854,11,Q4,Thursday
2855,10,Q4,Sunday
2856,9,Q3,Saturday
2857,5,Q2,Thursday
2858,1,Q1,Thursday
2859,3,Q1,Sunday
2860,8,Q3,Tuesday
2861,12,Q4,Tuesday
2862,1,Q1,Friday
2863,3,Q1,Thursday
2864,11,Q4,Saturday
2865,6,Q2,Wednesday
2866,3,Q1,Tuesday
2867,10,Q4,Tuesday
2868,11,Q4,Saturday
2869,3,Q1,Saturday
2870,6,Q2,Friday
2871,5,Q2,Tuesday
2872,3,Q1,Monday
2873,6,Q2,Tuesday
2874,12,Q4,Monday
2875,10,Q4,Monday
2876,7,Q3,Monday
2877,1,Q1,Wednesday
2878,12,Q4,Thursday
2879,12,Q4,Wednesday
2880,3,Q1,Monday
2881,4,Q2,Monday
2882,3,Q1,Friday
2883,5,Q2,Friday
2884,7,Q3,Sunday
2885,11,Q4,Monday
2886,2,Q1,Friday
2887,5,Q2,Friday
2888,6,Q2,Friday
2889,6,Q2,Wednesday
2890,5,Q2,Thursday
2891,4,Q2,Friday
2892,9,Q3,Thursday
2893,6,Q2,Wednesday
2894,8,Q3,Sunday
2895,4,Q2,Thursday
2896,4,Q2,Sunday
2897,6,Q2,Thursday
2898,3,Q1,Wednesday
2899,12,Q4,Tuesday
2900,9,Q3,Tuesday
2901,6,Q2,Tuesday
2902,4,Q2,Thursday
2903,4,Q2,Sunday
2904,6,Q2,Wednesday
2905,9,Q3,Sunday
2906,1,Q1,Thursday
2907,9,Q3,Monday
2908,7,Q3,Thursday
2909,2,Q1,Monday
2910,6,Q2,Wednesday
2911,11,Q4,Wednesday
2912,7,Q3,Thursday
2913,7,Q3,Wednesday
2914,4,Q2,Wednesday
2915,7,Q3,Friday
2916,10,Q4,Thursday
2917,12,Q4,Tuesday
2918,12,Q4,Sunday
2919,4,Q2,Wednesday
2920,8,Q3,Monday
2921,5,Q2,Saturday
2922,2,Q1,Saturday
2923,8,Q3,Thursday
2924,10,Q4,Friday
2925,12,Q4,Monday
2926,8,Q3,Wednesday
2927,12,Q4,Wednesday
2928,1,Q1,Monday
2929,10,Q4,Monday
2930,1,Q1,Sunday
2931,1,Q1,Friday
2932,8,Q3,Tuesday
2933,11,Q4,Sunday
2934,1,Q1,Thursday
2935,11,Q4,Saturday
2936,9,Q3,Thursday
2937,12,Q4,Saturday
2938,6,Q2,Friday
2939,10,Q4,Thursday
2940,8,Q3,Friday
2941,10,Q4,Sunday
2942,5,Q2,Monday
2943,3,Q1,Tuesday
2944,12,Q4,Sunday
2945,2,Q1,Friday
2946,10,Q4,Tuesday
2947,1,Q1,Thursday
2948,11,Q4,Thursday
2949,4,Q2,Saturday
2950,12,Q4,Sunday
2951,7,Q3,Saturday
2952,5,Q2,Monday
2953,11,Q4,Thursday
2954,9,Q3,Friday
2955,4,Q2,Sunday
2956,8,Q3,Monday
2957,3,Q1,Wednesday
2958,3,Q1,Sunday
2959,4,Q2,Saturday
2960,6,Q2,Sunday
2961,8,Q3,Thursday
2962,9,Q3,Thursday
2963,11,Q4,Tuesday
2964,4,Q2,Monday
2965,10,Q4,Thursday
2966,9,Q3,Monday
2967,3,Q1,Saturday
2968,3,Q1,Saturday
2969,7,Q3,Thursday
2970,8,Q3,Saturday
2971,2,Q1,Sunday
2972,1,Q1,Tuesday
2973,11,Q4,Tuesday
2974,9,Q3,Saturday
2975,7,Q3,Saturday
2976,4,Q2,Friday
2977,11,Q4,Monday
2978,10,Q4,Sunday
2979,8,Q3,Saturday
2980,8,Q3,Friday
2981,12,Q4,Tuesday
2982,10,Q4,Monday
2983,9,Q3,Friday
2984,1,Q1,Sunday
2985,2,Q1,Thursday
2986,6,Q2,Sunday
2987,2,Q1,Monday
2988,12,Q4,Thursday
2989,5,Q2,Thursday
2990,10,Q4,Thursday
2991,2,Q1,Saturday
2992,8,Q3,Tuesday
2993,12,Q4,Monday
2994,5,Q2,Wednesday
2995,4,Q2,Friday
2996,12,Q4,Monday
2997,5,Q2,Friday
2998,10,Q4,Saturday
2999,11,Q4,Thursday
3000,8,Q3,Sunday
3001,6,Q2,Monday
3002,9,Q3,Saturday
3003,9,Q3,Wednesday
3004,12,Q4,Thursday
3005,4,Q2,Sunday
3006,9,Q3,Wednesday
3007,5,Q2,Saturday
3008,3,Q1,Monday
3009,12,Q4,Saturday
3010,5,Q2,Friday
3011,6,Q2,Tuesday
3012,5,Q2,Monday
3013,12,Q4,Saturday
3014,4,Q2,Thursday
3015,7,Q3,Saturday
3016,4,Q2,Wednesday
3017,6,Q2,Sunday
3018,8,Q3,Wednesday
3019,7,Q3,Saturday
3020,11,Q4,Friday
3021,6,Q2,Saturday
3022,3,Q1,Tuesday
3023,2,Q1,Wednesday
3024,4,Q2,Sunday
3025,11,Q4,Thursday
3026,11,Q4,Thursday
3027,5,Q2,Monday
3028,10,Q4,Monday
3029,4,Q2,Tuesday
3030,6,Q2,Thursday
3031,7,Q3,Friday
3032,6,Q2,Monday
3033,4,Q2,Sunday
3034,1,Q1,Monday
3035,11,Q4,Friday
3036,6,Q2,Wednesday
3037,6,Q2,Tuesday
3038,6,Q2,Friday
3039,4,Q2,Saturday
3040,7,Q3,Wednesday
3041,12,Q4,Saturday
3042,7,Q3,Saturday
3043,1,Q1,Wednesday
3044,5,Q2,Monday
3045,2,Q1,Sunday
3046,5,Q2,Tuesday
3047,4,Q2,Tuesday
3048,12,Q4,Sunday
3049,6,Q2,Wednesday
3050,6,Q2,Saturday
3051,6,Q2,Wednesday
3052,3,Q1,Friday
3053,8,Q3,Tuesday
3054,3,Q1,Saturday
3055,4,Q2,Saturday
3056,11,Q4,Thursday
3057,4,Q2,Wednesday
3058,1,Q1,Tuesday
3059,9,Q3,Thursday
3060,2,Q1,Monday
3061,1,Q1,Thursday
3062,11,Q4,Saturday
3063,9,Q3,Saturday
