Request_ID,Delay_Severity,NeedScore
2254,Slight Delay,40.19
2255,On-Time,63.83
2256,On-Time,36.48
2257,On-Time,54.23
2258,Heavy Delay,95.02
2259,On-Time,17.57
2260,On-Time,28.01
2261,On-Time,56.81
2262,On-Time,68.75
2263,Early,15.72
2264,Heavy Delay,94.66
2265,Slight Delay,67.97
2266,On-Time,15.06
2267,On-Time,59.21
2268,On-Time,9.9
2269,On-Time,60.59
2270,Early,50.94
2271,Early,28.98
2272,On-Time,28.5
2273,On-Time,67.55
2274,Heavy Delay,44.02
2275,On-Time,34.97
2276,On-Time,58.73
2277,Heavy Delay,94.0
2278,Slight Delay,76.9
2279,On-Time,34.26
2280,Early,27.36
2281,Early,41.52
2282,Slight Delay,82.97
2283,On-Time,14.88
2284,Slight Delay,42.05
2285,On-Time,61.5
2286,Slight Delay,63.65
2287,On-Time,21.66
2288,On-Time,10.08
2289,Early,32.58
2290,Early,44.34
2291,Slight Delay,42.94
2292,On-Time,59.03
2293,Slight Delay,55.49
2294,Slight Delay,31.43
2295,On-Time,70.01
2296,Heavy Delay,69.88
2297,On-Time,30.06
2298,Heavy Delay,47.02
2299,Slight Delay,52.49
2300,Slight Delay,34.3
2301,Heavy Delay,63.82
2302,On-Time,22.86
2303,Slight Delay,45.41
2304,Early,43.14
2305,Heavy Delay,83.26
2306,Slight Delay,72.94
2307,Slight Delay,37.61
2308,Heavy Delay,59.86
2309,On-Time,39.95
2310,Heavy Delay,50.68
2311,On-Time,35.81
2312,Slight Delay,83.14
2313,Slight Delay,58.3
2314,Heavy Delay,60.64
2315,On-Time,48.83
2316,Slight Delay,67.3
2317,Heavy Delay,84.28
2318,On-Time,31.37
2319,Heavy Delay,73.48
2320,On-Time,59.51
2321,Slight Delay,72.17
2322,Early,55.8
2323,On-Time,74.57
2324,Slight Delay,32.32
2325,Heavy Delay,85.0
2326,On-Time,66.53
2327,Slight Delay,30.77
2328,Slight Delay,84.34
2329,Early,12.78
2330,Early,22.56
2331,On-Time,42.3
2332,Slight Delay,62.63
2333,Slight Delay,34.79
2334,On-Time,63.95
2335,Slight Delay,64.61
2336,Slight Delay,60.59
2337,On-Time,15.66
2338,Early,49.14
2339,Slight Delay,76.3
2340,Slight Delay,47.63
2341,Heavy Delay,72.64
2342,On-Time,34.08
2343,On-Time,58.08
2344,Early,32.4
2345,Slight Delay,26.03
2346,Heavy Delay,80.08
2347,Slight Delay,28.07
2348,On-Time,45.66
2349,Heavy Delay,55.48
2350,Slight Delay,52.79
2351,On-Time,50.51
2352,Slight Delay,73.61
2353,Slight Delay,43.43
2354,On-Time,9.48
2355,Slight Delay,74.32
2356,Slight Delay,79.72
2357,On-Time,50.15
2358,Early,52.8
2359,On-Time,65.88
2360,Early,35.52
2361,Slight Delay,61.25
2362,On-Time,15.66
2363,On-Time,78.71
2364,Slight Delay,72.65
2365,On-Time,32.1
2366,Heavy Delay,79.24
2367,Early,64.92
2368,Slight Delay,43.37
2369,On-Time,28.19
2370,Heavy Delay,74.68
2371,On-Time,67.26
2372,On-Time,62.03
2373,On-Time,53.15
2374,Early,56.16
2375,Early,55.56
2376,On-Time,23.88
2377,Early,29.76
2378,On-Time,45.59
2379,On-Time,66.53
2380,Heavy Delay,63.28
2381,Heavy Delay,79.24
2382,Slight Delay,57.59
2383,On-Time,71.21
2384,Slight Delay,43.61
2385,Heavy Delay,59.26
2386,On-Time,17.03
2387,Heavy Delay,89.26
2388,On-Time,33.17
2389,On-Time,55.26
2390,On-Time,72.17
2391,On-Time,26.63
2392,Slight Delay,81.17
2393,Slight Delay,78.65
2394,Slight Delay,34.12
2395,Heavy Delay,58.6
2396,Slight Delay,39.47
2397,On-Time,54.59
2398,Slight Delay,46.19
2399,Early,60.18
2400,Heavy Delay,66.22
2401,Slight Delay,35.14
2402,Slight Delay,83.99
2403,Heavy Delay,42.28
2404,Slight Delay,36.23
2405,On-Time,25.73
2406,Slight Delay,59.74
2407,Heavy Delay,57.64
2408,Early,15.96
2409,On-Time,56.1
2410,Early,35.94
2411,On-Time,36.17
2412,Heavy Delay,37.48
2413,Early,48.78
2414,Slight Delay,40.9
2415,On-Time,32.1
2416,Early,17.52
2417,Heavy Delay,86.02
2418,Early,48.12
2419,On-Time,64.86
2420,Early,37.32
2421,Slight Delay,45.52
2422,On-Time,43.26
2423,Early,48.0
2424,Slight Delay,27.41
2425,On-Time,37.43
2426,On-Time,28.73
2427,Early,25.38
2428,On-Time,56.99
2429,Early,59.34
2430,Early,35.94
2431,Slight Delay,34.67
2432,Heavy Delay,62.68
2433,Heavy Delay,78.88
2434,Slight Delay,67.49
2435,Heavy Delay,61.6
2436,On-Time,25.68
2437,On-Time,61.97
2438,Slight Delay,23.27
2439,Early,31.92
2440,On-Time,45.66
2441,Slight Delay,70.61
2442,Early,7.32
2443,On-Time,66.59
2444,Heavy Delay,50.08
2445,Heavy Delay,79.24
2446,Slight Delay,38.03
2447,Slight Delay,51.59
2448,Heavy Delay,52.84
2449,Slight Delay,62.03
2450,Early,61.14
2451,On-Time,58.19
2452,Slight Delay,45.83
2453,Early,10.92
2454,Early,59.58
2455,Slight Delay,84.1
2456,Slight Delay,81.83
2457,Heavy Delay,42.28
2458,Heavy Delay,76.0
2459,Slight Delay,66.47
2460,Slight Delay,82.19
2461,Slight Delay,54.41
2462,Slight Delay,69.65
2463,On-Time,32.51
2464,Slight Delay,47.09
2465,Heavy Delay,64.24
2466,On-Time,30.17
2467,On-Time,40.26
2468,Slight Delay,92.5
2469,On-Time,45.9
2470,Slight Delay,77.92
2471,Slight Delay,74.45
2472,On-Time,23.99
2473,On-Time,12.3
2474,Slight Delay,55.67
2475,On-Time,41.81
2476,Slight Delay,47.63
2477,On-Time,77.51
2478,Slight Delay,69.29
2479,Slight Delay,52.54
2480,Heavy Delay,65.44
2481,Heavy Delay,85.42
2482,Heavy Delay,88.42
2483,Slight Delay,37.67
2484,Slight Delay,36.77
2485,On-Time,8.88
2486,Slight Delay,43.43
2487,Heavy Delay,59.86
2488,On-Time,40.86
2489,On-Time,21.06
2490,Early,50.52
2491,On-Time,42.59
2492,Early,50.58
2493,Slight Delay,39.65
2494,Slight Delay,38.39
2495,Early,26.94
2496,On-Time,54.77
2497,Early,40.14
2498,Early,13.92
2499,Slight Delay,50.87
2500,Slight Delay,66.34
2501,Slight Delay,28.43
2502,On-Time,16.61
2503,On-Time,58.73
2504,On-Time,52.31
2505,Heavy Delay,66.88
2506,On-Time,49.73
2507,Slight Delay,47.69
2508,On-Time,38.46
2509,On-Time,49.43
2510,On-Time,20.46
2511,On-Time,52.79
2512,On-Time,65.57
2513,On-Time,32.93
2514,Slight Delay,40.85
2515,Slight Delay,62.74
2516,On-Time,33.77
2517,Early,16.14
2518,On-Time,75.35
2519,Slight Delay,82.79
2520,Heavy Delay,36.46
2521,Slight Delay,21.89
2522,On-Time,43.61
2523,Slight Delay,34.79
2524,On-Time,47.39
2525,Slight Delay,39.7
2526,On-Time,23.57
2527,Slight Delay,56.45
2528,Early,54.78
2529,Slight Delay,60.23
2530,Early,64.32
2531,Heavy Delay,90.04
2532,Slight Delay,72.41
2533,On-Time,61.61
2534,Heavy Delay,42.28
2535,Slight Delay,66.29
2536,On-Time,68.57
2537,On-Time,54.23
2538,Early,14.16
2539,Early,16.2
2540,Early,9.72
2541,On-Time,25.86
2542,Slight Delay,52.07
2543,Early,7.2
2544,On-Time,53.15
2545,On-Time,48.3
2546,On-Time,74.51
2547,On-Time,33.48
2548,Heavy Delay,58.0
2549,Slight Delay,55.12
2550,On-Time,46.86
2551,Early,18.96
2552,On-Time,38.51
2553,Early,62.34
2554,On-Time,66.23
2555,On-Time,52.19
2556,Slight Delay,30.59
2557,On-Time,46.13
2558,Heavy Delay,85.66
2559,Heavy Delay,67.6
2560,On-Time,13.43
2561,On-Time,45.77
2562,Early,61.92
2563,Slight Delay,82.79
2564,Slight Delay,72.1
2565,On-Time,38.7
2566,Slight Delay,66.83
2567,Heavy Delay,94.84
2568,Early,27.12
2569,Early,50.4
2570,Slight Delay,52.3
2571,On-Time,28.61
2572,On-Time,67.73
2573,Heavy Delay,36.28
2574,Heavy Delay,47.86
2575,Slight Delay,63.94
2576,Slight Delay,64.67
2577,Heavy Delay,74.8
2578,Heavy Delay,80.26
2579,On-Time,26.39
2580,Early,14.94
2581,Slight Delay,43.25
2582,Slight Delay,51.23
2583,Early,44.94
2584,On-Time,50.57
2585,On-Time,52.73
2586,Slight Delay,65.45
2587,Heavy Delay,71.08
2588,Early,37.2
2589,Heavy Delay,61.66
2590,Slight Delay,71.21
2591,Slight Delay,34.3
2592,Heavy Delay,71.8
2593,On-Time,62.99
2594,Heavy Delay,70.66
2595,Slight Delay,90.7
2596,Heavy Delay,90.04
2597,Slight Delay,87.1
2598,Slight Delay,42.23
2599,Early,58.8
2600,Early,6.6
2601,Heavy Delay,89.8
2602,Early,47.76
2603,Heavy Delay,45.28
2604,On-Time,45.53
2605,On-Time,53.46
2606,On-Time,21.11
2607,Early,53.34
2608,On-Time,20.99
2609,On-Time,16.86
2610,Heavy Delay,68.2
2611,On-Time,50.88
2612,Heavy Delay,54.4
2613,Slight Delay,55.72
2614,Early,36.18
2615,On-Time,48.06
2616,Slight Delay,78.7
2617,Heavy Delay,93.28
2618,Heavy Delay,59.26
2619,Slight Delay,66.77
2620,Heavy Delay,73.0
2621,Slight Delay,69.23
2622,Slight Delay,61.54
2623,On-Time,68.03
2624,Slight Delay,34.49
2625,On-Time,69.06
2626,Heavy Delay,95.8
2627,On-Time,12.06
2628,On-Time,30.59
2629,On-Time,15.48
2630,Slight Delay,79.79
2631,Early,12.18
2632,Slight Delay,79.79
2633,Early,14.52
2634,Slight Delay,41.45
2635,On-Time,46.79
2636,Heavy Delay,57.28
2637,Slight Delay,82.07
2638,Slight Delay,48.59
2639,On-Time,57.3
2640,On-Time,66.95
2641,On-Time,59.28
2642,On-Time,68.39
2643,Slight Delay,24.65
2644,On-Time,8.7
2645,On-Time,49.97
2646,Slight Delay,55.12
2647,Slight Delay,60.77
2648,Early,59.76
2649,Slight Delay,58.43
2650,On-Time,58.19
2651,Slight Delay,42.34
2652,Early,54.78
2653,Early,8.76
2654,Slight Delay,56.14
2655,Slight Delay,71.5
2656,Slight Delay,79.07
2657,Early,20.52
2658,Heavy Delay,45.82
2659,Early,6.18
2660,On-Time,51.77
2661,Early,37.32
2662,Heavy Delay,93.82
2663,On-Time,74.15
2664,Slight Delay,45.17
2665,Slight Delay,86.92
2666,On-Time,45.48
2667,Slight Delay,79.79
2668,On-Time,55.79
2669,Early,17.52
2670,Heavy Delay,58.6
2671,Slight Delay,39.65
2672,On-Time,48.9
2673,Early,28.56
2674,On-Time,57.3
2675,Slight Delay,56.09
2676,Early,9.96
2677,Slight Delay,25.25
2678,Slight Delay,84.52
2679,Early,62.34
2680,Early,36.72
2681,On-Time,62.03
2682,Early,54.54
2683,Heavy Delay,57.22
2684,Early,49.2
2685,Heavy Delay,61.06
2686,Slight Delay,56.57
2687,Heavy Delay,50.26
2688,On-Time,46.79
2689,Early,49.92
2690,On-Time,42.41
2691,Early,31.56
2692,On-Time,42.71
2693,Heavy Delay,41.26
2694,Heavy Delay,73.06
2695,On-Time,60.53
2696,Early,57.72
2697,On-Time,15.06
2698,Slight Delay,81.47
2699,Slight Delay,61.61
2700,Slight Delay,47.63
2701,Early,25.14
2702,Early,5.58
2703,Early,7.38
2704,Early,28.38
2705,Early,60.36
2706,Heavy Delay,42.64
2707,On-Time,58.43
2708,Early,15.72
2709,Slight Delay,49.01
2710,Heavy Delay,95.02
2711,On-Time,20.51
2712,Early,30.54
2713,Early,48.36
2714,On-Time,32.63
2715,Heavy Delay,85.66
2716,On-Time,49.01
2717,Slight Delay,79.67
2718,Heavy Delay,55.0
2719,Slight Delay,79.97
2720,Slight Delay,36.41
2721,On-Time,38.46
2722,Slight Delay,82.54
2723,Slight Delay,79.43
2724,Early,38.52
2725,Heavy Delay,79.66
2726,On-Time,48.59
2727,Early,50.94
2728,Early,47.34
2729,Heavy Delay,53.08
2730,On-Time,19.31
2731,On-Time,54.66
2732,Slight Delay,35.5
2733,Heavy Delay,73.06
2734,On-Time,69.95
2735,Heavy Delay,55.0
2736,Heavy Delay,55.0
2737,Slight Delay,62.21
2738,On-Time,61.97
2739,Early,7.38
2740,Early,6.6
2741,On-Time,33.53
2742,Heavy Delay,57.28
2743,Slight Delay,41.21
2744,On-Time,45.06
2745,Slight Delay,37.49
2746,Early,55.92
2747,Early,47.58
2748,On-Time,70.91
2749,Heavy Delay,58.66
2750,Early,22.74
2751,Early,63.54
2752,On-Time,48.41
2753,Slight Delay,83.99
2754,Slight Delay,81.05
2755,On-Time,17.28
2756,Early,57.12
2757,Early,26.34
2758,Slight Delay,54.52
2759,On-Time,67.31
2760,Slight Delay,26.45
2761,Slight Delay,34.67
2762,On-Time,34.5
2763,Heavy Delay,88.48
2764,Heavy Delay,61.48
2765,Slight Delay,49.12
2766,Slight Delay,77.14
2767,Slight Delay,81.1
2768,Early,28.8
2769,Early,4.56
2770,On-Time,20.03
2771,Early,8.52
2772,On-Time,32.7
2773,Heavy Delay,44.2
2774,Heavy Delay,78.46
2775,On-Time,41.75
2776,Slight Delay,45.94
2777,Early,7.56
2778,Slight Delay,42.94
2779,Early,42.96
2780,Slight Delay,79.37
2781,Slight Delay,33.52
2782,Slight Delay,77.74
2783,Early,25.92
2784,On-Time,21.77
2785,Slight Delay,78.77
2786,Slight Delay,56.21
2787,Slight Delay,73.25
2788,On-Time,23.88
2789,Slight Delay,41.21
2790,Slight Delay,48.17
2791,Heavy Delay,44.68
2792,On-Time,23.57
2793,Early,12.78
2794,Slight Delay,47.09
2795,Heavy Delay,41.2
2796,Early,29.58
2797,Slight Delay,76.37
2798,On-Time,45.66
2799,Early,24.0
2800,On-Time,67.73
2801,On-Time,52.61
2802,Slight Delay,78.34
2803,Slight Delay,63.77
2804,Heavy Delay,73.0
2805,Slight Delay,38.39
2806,On-Time,54.95
2807,On-Time,69.41
2808,On-Time,72.95
2809,Heavy Delay,94.84
2810,On-Time,57.95
2811,Slight Delay,65.92
2812,Early,53.4
2813,Early,42.72
2814,Heavy Delay,60.04
2815,Slight Delay,39.89
2816,On-Time,57.9
2817,Early,29.94
2818,On-Time,20.81
2819,On-Time,49.19
2820,Heavy Delay,55.24
2821,Heavy Delay,92.08
2822,Early,1.38
2823,Heavy Delay,51.22
2824,Slight Delay,71.92
2825,Slight Delay,68.39
2826,Heavy Delay,39.28
2827,Slight Delay,70.37
2828,On-Time,60.23
2829,On-Time,34.73
2830,Early,18.18
2831,Early,35.52
2832,On-Time,40.37
2833,Early,33.6
2834,Slight Delay,60.23
2835,Slight Delay,58.97
2836,Slight Delay,77.32
2837,On-Time,24.17
2838,Slight Delay,74.99
2839,On-Time,72.17
2840,Slight Delay,55.61
2841,Early,42.12
2842,Slight Delay,35.21
2843,Early,32.58
2844,On-Time,53.33
2845,Slight Delay,60.47
2846,Slight Delay,37.12
2847,Heavy Delay,44.2
2848,On-Time,52.91
2849,Heavy Delay,71.02
2850,Slight Delay,65.87
2851,Early,18.78
2852,Slight Delay,65.39
2853,On-Time,15.66
2854,On-Time,26.81
2855,Early,59.76
2856,On-Time,50.39
2857,Heavy Delay,71.26
2858,On-Time,61.43
2859,On-Time,24.71
2860,Heavy Delay,41.2
2861,Slight Delay,48.17
2862,On-Time,24.59
2863,Early,8.76
2864,Heavy Delay,80.08
2865,On-Time,15.48
2866,Heavy Delay,62.44
2867,Slight Delay,75.34
2868,On-Time,32.28
2869,Early,33.54
2870,Heavy Delay,52.6
2871,On-Time,7.5
2872,Slight Delay,75.23
2873,On-Time,32.33
2874,Early,20.34
2875,Slight Delay,50.63
2876,Slight Delay,80.03
2877,Slight Delay,72.47
2878,Slight Delay,85.19
2879,Heavy Delay,85.84
2880,Slight Delay,31.43
2881,On-Time,22.97
2882,Slight Delay,35.87
2883,On-Time,57.71
2884,On-Time,50.63
2885,Heavy Delay,56.86
2886,Heavy Delay,49.84
2887,Slight Delay,32.81
2888,Heavy Delay,50.44
2889,Slight Delay,67.3
2890,Slight Delay,23.69
2891,Slight Delay,36.65
2892,Slight Delay,71.45
2893,Early,7.74
2894,Early,48.54
2895,Slight Delay,80.99
2896,Heavy Delay,58.66
2897,Early,27.0
2898,Early,61.32
2899,On-Time,27.77
2900,On-Time,35.33
2901,On-Time,49.01
2902,Slight Delay,67.85
2903,Slight Delay,30.59
2904,On-Time,63.41
2905,Heavy Delay,87.88
2906,Slight Delay,21.89
2907,On-Time,42.9
2908,Early,36.36
2909,Slight Delay,47.81
2910,On-Time,67.91
2911,Early,19.32
2912,On-Time,65.1
2913,Slight Delay,36.7
2914,Slight Delay,58.9
2915,Slight Delay,70.97
2916,On-Time,73.97
2917,Early,7.8
2918,Slight Delay,43.97
2919,On-Time,46.61
2920,Early,56.76
2921,Slight Delay,42.59
2922,Early,58.32
2923,Heavy Delay,87.28
2924,On-Time,72.11
2925,Early,29.34
2926,Slight Delay,72.23
2927,Slight Delay,37.07
2928,Slight Delay,39.94
2929,Heavy Delay,73.42
2930,On-Time,36.66
2931,Early,19.32
2932,Slight Delay,71.92
2933,Early,34.14
2934,Slight Delay,68.92
2935,Slight Delay,81.83
2936,Slight Delay,86.32
2937,Slight Delay,69.17
2938,On-Time,47.63
2939,On-Time,59.75
2940,Slight Delay,47.99
2941,Slight Delay,51.47
2942,On-Time,63.66
2943,Heavy Delay,85.06
2944,Slight Delay,32.63
2945,On-Time,28.79
2946,Slight Delay,51.59
2947,On-Time,25.13
2948,Slight Delay,79.85
2949,Slight Delay,52.54
2950,Early,40.92
2951,Heavy Delay,59.44
2952,Slight Delay,58.54
2953,On-Time,47.57
2954,Slight Delay,39.29
2955,Slight Delay,69.89
2956,On-Time,50.33
2957,On-Time,52.68
2958,Slight Delay,83.39
2959,Slight Delay,49.19
2960,On-Time,56.03
2961,Early,55.56
2962,On-Time,29.93
2963,Slight Delay,80.32
2964,Early,0.0
2965,On-Time,55.13
2966,Slight Delay,43.61
2967,Heavy Delay,58.84
2968,Slight Delay,81.65
2969,Early,19.56
2970,Heavy Delay,37.06
2971,On-Time,8.7
2972,Early,16.74
2973,Early,45.0
2974,Slight Delay,70.19
2975,Early,14.76
2976,Heavy Delay,60.22
2977,Heavy Delay,45.64
2978,Slight Delay,25.85
2979,Slight Delay,82.61
2980,Heavy Delay,48.22
2981,Slight Delay,51.41
2982,Early,33.36
2983,Heavy Delay,87.4
2984,Heavy Delay,74.8
2985,Slight Delay,43.79
2986,Slight Delay,31.19
2987,Slight Delay,64.49
2988,Slight Delay,57.52
2989,Heavy Delay,50.68
2990,On-Time,11.88
2991,Heavy Delay,40.66
2992,On-Time,17.03
2993,Slight Delay,53.14
2994,Early,41.58
2995,Early,39.36
2996,Slight Delay,84.17
2997,Early,15.6
2998,Slight Delay,81.52
2999,Slight Delay,58.54
3000,On-Time,23.1
3001,Slight Delay,83.99
3002,Heavy Delay,91.0
3003,On-Time,55.31
3004,Heavy Delay,68.68
3005,Early,41.52
3006,On-Time,75.95
3007,On-Time,40.86
3008,Slight Delay,84.52
3009,On-Time,42.35
3010,Slight Delay,63.23
3011,On-Time,36.23
3012,Early,59.16
3013,Heavy Delay,65.62
3014,Heavy Delay,54.88
3015,On-Time,35.93
3016,Slight Delay,74.32
3017,On-Time,17.88
3018,On-Time,73.55
3019,On-Time,26.03
3020,On-Time,38.39
3021,On-Time,60.23
3022,On-Time,67.79
3023,On-Time,33.53
3024,On-Time,21.71
3025,Slight Delay,35.87
3026,Early,51.0
3027,Early,46.56
3028,Slight Delay,89.14
3029,Early,62.76
3030,Early,36.96
3031,Early,39.54
3032,Slight Delay,59.32
3033,Heavy Delay,41.8
3034,Slight Delay,71.27
3035,Slight Delay,77.81
3036,Early,53.94
3037,On-Time,76.55
3038,Slight Delay,55.72
3039,On-Time,23.88
3040,Early,4.14
3041,Heavy Delay,94.24
3042,On-Time,45.66
3043,On-Time,47.99
3044,Slight Delay,45.83
3045,Heavy Delay,91.48
3046,Heavy Delay,92.2
3047,On-Time,52.68
3048,On-Time,33.83
3049,Slight Delay,70.97
3050,Early,36.54
3051,Early,18.54
3052,Early,15.0
3053,On-Time,14.7
3054,Early,19.56
3055,Early,28.56
3056,Early,27.6
3057,On-Time,37.08
3058,On-Time,69.83
3059,Early,20.16
3060,Slight Delay,84.94
3061,Slight Delay,51.1
3062,On-Time,68.51
3063,Heavy Delay,89.8
3064,Early,20.16
3065,Slight Delay,42.1
3066,On-Time,64.19
3067,Slight Delay,75.05
3068,Early,36.96
3069,Heavy Delay,83.86
3070,Slight Delay,83.21
3071,Heavy Delay,83.8
3072,On-Time,29.88
3073,Heavy Delay,67.06
3074,On-Time,26.63
3075,Heavy Delay,81.22
3076,Slight Delay,52.67
3077,Heavy Delay,78.64
3078,On-Time,12.23
3079,On-Time,67.01
3080,On-Time,62.15
3081,Early,52.92
3082,On-Time,53.93
3083,Early,61.74
3084,On-Time,28.13
3085,Heavy Delay,89.62
3086,On-Time,49.79
3087,Heavy Delay,78.64
3088,Slight Delay,51.77
3089,On-Time,40.61
3090,Early,62.52
3091,Slight Delay,79.79
3092,On-Time,54.77
3093,Slight Delay,81.59
3094,On-Time,32.51
3095,Slight Delay,71.92
3096,On-Time,28.55
3097,Heavy Delay,62.08
3098,On-Time,52.86
3099,Heavy Delay,73.48
3100,Early,21.54
3101,On-Time,24.35
3102,Heavy Delay,73.6
3103,On-Time,45.11
3104,On-Time,25.43
3105,Slight Delay,58.72
3106,Heavy Delay,72.04
3107,On-Time,61.5
3108,Slight Delay,82.25
3109,On-Time,35.03
3110,Slight Delay,54.17
3111,Slight Delay,34.12
3112,On-Time,15.3
3113,Slight Delay,34.79
3114,On-Time,41.28
3115,On-Time,54.17
3116,Early,55.14
3117,Heavy Delay,59.08
3118,On-Time,25.79
3119,Early,41.16
3120,Heavy Delay,49.06
3121,Heavy Delay,96.04
3122,On-Time,28.08
3123,Early,52.38
3124,On-Time,62.21
3125,Early,3.36
3126,Slight Delay,37.07
3127,On-Time,50.39
3128,Heavy Delay,55.24
3129,Early,54.0
3130,Early,49.98
3131,On-Time,48.35
3132,On-Time,70.73
3133,Slight Delay,31.67
3134,Early,57.18
3135,Slight Delay,41.27
3136,Slight Delay,26.63
3137,Slight Delay,85.3
3138,On-Time,57.23
3139,Slight Delay,43.12
3140,Slight Delay,60.7
3141,On-Time,69.77
3142,Heavy Delay,82.0
3143,Slight Delay,39.89
3144,Early,8.94
3145,Heavy Delay,43.0
3146,Slight Delay,62.32
3147,On-Time,50.99
3148,Slight Delay,61.19
3149,Slight Delay,29.21
3150,Heavy Delay,71.02
3151,Early,25.14
3152,Early,12.18
3153,On-Time,33.41
3154,On-Time,24.23
3155,Heavy Delay,51.82
3156,Slight Delay,41.5
3157,Heavy Delay,95.2
3158,Slight Delay,40.67
3159,On-Time,57.17
3160,Early,48.54
3161,On-Time,41.63
3162,On-Time,29.93
3163,Early,26.94
3164,Heavy Delay,83.8
3165,Early,15.78
3166,Slight Delay,30.65
3167,On-Time,59.75
3168,On-Time,32.81
3169,On-Time,41.33
3170,On-Time,47.63
3171,On-Time,31.79
3172,Slight Delay,49.01
3173,Early,16.8
3174,On-Time,67.97
3175,Heavy Delay,92.62
3176,Slight Delay,31.67
3177,Slight Delay,43.67
3178,On-Time,67.26
3179,Slight Delay,81.47
3180,Slight Delay,79.19
3181,Slight Delay,39.7
3182,Slight Delay,53.21
3183,Heavy Delay,73.66
3184,Slight Delay,71.5
3185,Slight Delay,31.19
3186,On-Time,16.55
3187,Slight Delay,60.1
3188,On-Time,40.55
3189,On-Time,69.11
3190,Slight Delay,75.05
3191,Heavy Delay,54.4
3192,On-Time,57.35
3193,On-Time,52.86
3194,On-Time,19.68
3195,Slight Delay,45.94
3196,Slight Delay,58.43
3197,On-Time,63.41
3198,On-Time,31.37
3199,Early,10.98
3200,Heavy Delay,45.46
3201,On-Time,26.93
3202,On-Time,17.21
3203,Slight Delay,38.87
3204,On-Time,17.15
3205,Early,52.8
3206,Slight Delay,30.34
3207,Slight Delay,90.1
3208,On-Time,57.71
3209,Early,13.8
3210,On-Time,25.31
3211,Heavy Delay,72.28
3212,Slight Delay,53.21
3213,On-Time,34.31
3214,On-Time,54.53
3215,On-Time,76.55
3216,Early,37.98
3217,Heavy Delay,77.2
3218,On-Time,18.06
3219,On-Time,66.23
3220,Slight Delay,52.43
3221,Slight Delay,45.23
3222,Slight Delay,43.54
3223,On-Time,16.43
3224,Slight Delay,39.94
3225,Heavy Delay,75.64
3226,Heavy Delay,41.2
3227,Heavy Delay,66.22
3228,On-Time,38.28
3229,On-Time,69.53
3230,Early,51.18
3231,On-Time,74.57
3232,On-Time,29.99
3233,Slight Delay,25.67
3234,Early,24.18
3235,Heavy Delay,48.64
3236,Slight Delay,62.57
3237,Heavy Delay,80.44
3238,On-Time,44.57
3239,Heavy Delay,85.0
3240,Heavy Delay,43.48
3241,On-Time,33.11
3242,Heavy Delay,56.62
3243,On-Time,69.06
3244,On-Time,56.46
3245,Slight Delay,74.57
3246,Slight Delay,40.85
3247,On-Time,45.53
3248,Slight Delay,46.9
3249,On-Time,42.41
3250,Early,47.94
3251,Slight Delay,28.49
3252,Slight Delay,68.69
3253,Heavy Delay,68.02
3254,Slight Delay,85.79
3255,Slight Delay,58.67
3256,On-Time,11.03
3257,On-Time,49.19
3258,Heavy Delay,40.66
3259,Heavy Delay,53.26
3260,Heavy Delay,72.28
3261,On-Time,24.95
3262,Early,49.8
3263,On-Time,35.88
3264,On-Time,61.19
3265,Slight Delay,59.5
3266,Early,27.96
3267,Early,10.98
3268,On-Time,19.73
3269,On-Time,22.01
3270,Slight Delay,74.92
3271,Slight Delay,61.61
3272,Slight Delay,44.87
3273,On-Time,10.86
3274,On-Time,27.71
3275,Slight Delay,82.37
3276,On-Time,36.9
3277,Slight Delay,64.61
3278,Slight Delay,81.17
3279,Early,13.38
3280,Slight Delay,43.37
3281,On-Time,57.71
3282,Slight Delay,59.09
3283,Early,6.18
3284,Slight Delay,60.77
3285,On-Time,19.13
3286,Slight Delay,42.7
3287,Slight Delay,69.94
3288,Heavy Delay,46.84
3289,Heavy Delay,45.4
3290,Heavy Delay,42.4
3291,Heavy Delay,85.84
3292,Slight Delay,28.01
3293,Early,3.0
3294,On-Time,14.63
3295,Slight Delay,37.07
3296,Slight Delay,43.19
3297,On-Time,53.93
3298,Slight Delay,56.14
3299,On-Time,36.41
3300,On-Time,27.35
3301,On-Time,45.35
3302,Heavy Delay,83.68
3303,Slight Delay,64.37
3304,Slight Delay,74.63
3305,Heavy Delay,94.66
3306,On-Time,53.46
3307,Heavy Delay,67.06
3308,On-Time,65.88
3309,Slight Delay,55.9
3310,Slight Delay,72.47
3311,On-Time,52.26
3312,Early,6.54
3313,On-Time,28.08
3314,Slight Delay,45.94
3315,Slight Delay,30.41
3316,Slight Delay,88.72
3317,Heavy Delay,93.22
3318,Heavy Delay,45.64
3319,Slight Delay,67.07
3320,Early,33.72
3321,Slight Delay,45.41
3322,Early,52.14
3323,Slight Delay,59.63
3324,Early,8.4
3325,Slight Delay,68.39
3326,Slight Delay,59.32
3327,On-Time,32.81
3328,On-Time,53.1
3329,On-Time,58.97
3330,Slight Delay,49.67
3331,Early,46.92
3332,Slight Delay,86.57
3333,On-Time,24.23
3334,On-Time,32.03
3335,Early,31.32
3336,Slight Delay,81.83
3337,Slight Delay,81.17
3338,Heavy Delay,47.86
3339,Slight Delay,53.92
3340,Heavy Delay,84.64
3341,On-Time,50.39
3342,Heavy Delay,87.04
3343,On-Time,18.17
3344,Early,63.12
3345,On-Time,15.06
3346,Slight Delay,74.27
