Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week,Resolution_Time_Hours
3601,07-05-2025 22:00,Streetlight,Resolved,10,Koramangala,141,13.02693125,77.54489524,0.4,22,137,Noise from bar at night,Mobile App,positive,Heavy Delay,61.24,5,Q2,Wednesday,0.366666667
3602,21-02-2025 06:00,Noise,Resolved,10,BTM Layout,133,13.04124738,77.60755894,-0.68,6,163,Overflowing garbage,Email,negative,On-Time,55.97,2,Q1,Friday,0.1
3603,15-11-2025 15:00,Graffiti,Resolved,7,Marathahalli,40,13.0509163,77.46949598,0.9,11,102,Broken footpath,Twitter,positive,Slight Delay,76.07,11,Q4,Saturday,0.183333333
3604,25-07-2025 13:00,Noise,Resolved,5,Malleshwaram,19,13.05874503,77.7051352,0.99,22,153,Broken footpath,Call Center,positive,Heavy Delay,96.64,7,Q3,Friday,0.366666667
3605,14-06-2025 04:00,Pothole,In Progress,20,Koramangala,82,13.06180613,77.58808314,0.56,8,175,Pothole near school,Mobile App,positive,On-Time,51.53,6,Q2,Saturday,0.133333333
3606,28-09-2025 03:00,Graffiti,Resolved,7,Jayanagar,125,12.95314361,77.50350062,-0.95,10,143,Broken footpath,Call Center,negative,Slight Delay,77.69,9,Q3,Sunday,0.166666667
3607,09-01-2025 11:00,Graffiti,In Progress,20,Whitefield,4,13.07230702,77.49852033,-0.03,13,181,Streetlight not working,Email,neutral,Slight Delay,26.63,1,Q1,Thursday,0.216666667
3608,07-01-2025 16:00,Noise,Open,10,Yelahanka,128,13.02989506,77.55828631,-0.19,22,129,Water leakage on road,Email,neutral,Heavy Delay,48.64,1,Q1,Tuesday,0.366666667
3609,06-06-2025 04:00,Water Leak,Open,10,HSR Layout,187,13.05974273,77.62200884,0.6,-2,174,Streetlight not working,Call Center,positive,Early,40.14,6,Q2,Friday,-0.033333333
3610,07-10-2025 22:00,Streetlight,In Progress,13,Koramangala,146,13.09729784,77.57507176,-0.43,-3,187,Noise from bar at night,Call Center,negative,Early,28.56,10,Q4,Tuesday,-0.05
3611,18-04-2025 13:00,Garbage,Resolved,15,BTM Layout,152,12.87910369,77.6290392,-0.23,7,184,Pothole near school,Twitter,negative,On-Time,30.35,4,Q2,Friday,0.116666667
3612,15-02-2025 13:00,Garbage,In Progress,6,BTM Layout,107,12.94264492,77.66164332,-0.81,3,153,Pothole near school,Email,negative,On-Time,59.63,2,Q1,Saturday,0.05
3613,07-07-2025 12:00,Pothole,Resolved,20,Indiranagar,93,13.05163676,77.67454663,-0.31,7,147,Noise from bar at night,Mobile App,negative,On-Time,35.15,7,Q3,Monday,0.116666667
3614,26-08-2025 22:00,Garbage,Resolved,12,BTM Layout,31,12.87157587,77.57028667,0.95,23,134,Water leakage on road,Call Center,positive,Heavy Delay,95.62,8,Q3,Tuesday,0.383333333
3615,30-04-2025 19:00,Garbage,In Progress,19,HSR Layout,58,12.98519527,77.66510099,0.88,6,167,Graffiti on wall,Mobile App,positive,On-Time,67.97,4,Q2,Wednesday,0.1
3616,13-05-2025 23:00,Streetlight,In Progress,11,Basavanagudi,28,13.06459949,77.49245131,0.5,20,125,Noise from bar at night,Call Center,positive,Heavy Delay,64.48,5,Q2,Tuesday,0.333333333
3617,18-03-2025 13:00,Streetlight,Resolved,6,Basavanagudi,137,12.85474782,77.60392886,0.81,15,171,Noise from bar at night,Email,positive,Slight Delay,76.19,3,Q1,Tuesday,0.25
3618,29-01-2025 17:00,Water Leak,In Progress,1,Whitefield,173,13.08487972,77.47175442,-0.58,9,187,Pothole near school,Call Center,negative,On-Time,54.11,1,Q1,Wednesday,0.15
3619,06-06-2025 15:00,Pothole,Resolved,2,Koramangala,90,13.09453621,77.52323169,0.24,-3,155,Water leakage on road,Twitter,positive,Early,17.16,6,Q2,Friday,-0.05
3620,29-03-2025 15:00,Garbage,In Progress,15,Basavanagudi,49,12.93057023,77.62495601,0.0,-3,175,Pothole near school,Mobile App,neutral,Early,2.76,3,Q1,Saturday,-0.05
3621,16-01-2025 05:00,Water Leak,Open,4,BTM Layout,111,13.0416978,77.67212621,-0.15,21,168,Pothole near school,Call Center,neutral,Heavy Delay,44.86,1,Q1,Thursday,0.35
3622,04-12-2025 04:00,Pothole,Resolved,5,Koramangala,2,12.88179403,77.47859281,-0.35,-4,179,Illegal parking,Email,negative,Early,22.38,12,Q4,Thursday,-0.066666667
3623,23-06-2025 20:00,Graffiti,Open,15,BTM Layout,6,13.04321607,77.51212095,0.73,20,163,Graffiti on wall,Call Center,positive,Heavy Delay,78.28,6,Q2,Monday,0.333333333
3624,09-09-2025 09:00,Garbage,In Progress,11,BTM Layout,29,12.97038042,77.74756946,-0.03,0,195,Streetlight not working,Mobile App,neutral,On-Time,8.7,9,Q3,Tuesday,0.0
3625,10-04-2025 02:00,Garbage,Open,10,Yelahanka,154,13.06506827,77.55129729,0.45,19,128,Garbage not collected,Email,positive,Slight Delay,60.1,4,Q2,Thursday,0.316666667
3626,20-02-2025 05:00,Streetlight,In Progress,17,Basavanagudi,156,12.90315161,77.53521223,0.41,10,196,Pothole near school,Call Center,positive,Slight Delay,45.29,2,Q1,Thursday,0.166666667
3627,27-07-2025 20:00,Noise,Resolved,2,Marathahalli,7,13.01816449,77.47557713,-0.73,17,177,Pothole near school,Twitter,negative,Slight Delay,74.14,7,Q3,Sunday,0.283333333
3628,25-08-2025 05:00,Pothole,In Progress,20,Yelahanka,34,13.04652979,77.65845283,-0.9,12,158,Water leakage on road,Twitter,negative,Slight Delay,77.45,8,Q3,Monday,0.2
3629,24-04-2025 23:00,Garbage,In Progress,10,Koramangala,184,12.90062307,77.60247602,0.68,3,124,Water leakage on road,Twitter,positive,On-Time,51.83,4,Q2,Thursday,0.05
3630,20-12-2025 18:00,Pothole,Resolved,20,Indiranagar,138,13.05457182,77.49726526,-0.02,24,171,Noise from bar at night,Email,neutral,Heavy Delay,41.2,12,Q4,Saturday,0.4
3631,09-02-2025 20:00,Water Leak,In Progress,3,Koramangala,112,13.08949638,77.63986947,0.62,-3,126,Water leakage on road,Call Center,positive,Early,39.96,2,Q1,Sunday,-0.05
3632,03-10-2025 23:00,Water Leak,Resolved,19,Indiranagar,57,13.00401965,77.60772811,-0.41,17,198,Streetlight not working,Email,negative,Slight Delay,54.94,10,Q4,Friday,0.283333333
3633,03-03-2025 10:00,Noise,In Progress,5,Marathahalli,175,13.0462126,77.61948359,0.72,20,121,Garbage not collected,Twitter,positive,Heavy Delay,77.68,3,Q1,Monday,0.333333333
3634,05-07-2025 20:00,Garbage,Resolved,3,Koramangala,27,12.98314596,77.74845644,0.66,17,170,Overflowing garbage,Email,positive,Slight Delay,69.94,7,Q3,Saturday,0.283333333
3635,19-10-2025 18:00,Streetlight,Open,8,Yelahanka,39,12.99952584,77.45858382,-0.24,10,199,Illegal parking,Call Center,negative,Slight Delay,35.09,10,Q4,Sunday,0.166666667
3636,24-09-2025 12:00,Garbage,In Progress,5,HSR Layout,150,12.85333811,77.72449165,-0.18,-2,146,Illegal parking,Twitter,neutral,Early,14.94,9,Q3,Wednesday,-0.033333333
3637,28-04-2025 20:00,Pothole,In Progress,12,Koramangala,119,12.98107182,77.70256723,-0.3,8,175,Garbage not collected,Email,negative,On-Time,35.93,4,Q2,Monday,0.133333333
3638,29-04-2025 18:00,Graffiti,In Progress,14,Marathahalli,147,12.99389094,77.57460285,-0.93,-2,154,Illegal parking,Mobile App,negative,Early,59.94,4,Q2,Tuesday,-0.033333333
3639,04-05-2025 12:00,Water Leak,Resolved,7,Yelahanka,100,13.01751189,77.71428391,0.38,22,108,Garbage not collected,Twitter,positive,Heavy Delay,60.04,5,Q2,Sunday,0.366666667
3640,11-07-2025 10:00,Pothole,In Progress,11,Koramangala,9,12.89234765,77.64456837,-0.45,12,153,Garbage not collected,Mobile App,negative,Slight Delay,50.45,7,Q3,Friday,0.2
3641,04-10-2025 20:00,Noise,Resolved,8,Malleshwaram,147,12.91034357,77.71680636,0.77,12,163,Streetlight not working,Twitter,positive,Slight Delay,69.65,10,Q4,Saturday,0.2
3642,29-04-2025 18:00,Water Leak,In Progress,5,BTM Layout,2,13.03900116,77.62841926,0.79,12,198,Graffiti on wall,Call Center,positive,Slight Delay,70.85,4,Q2,Tuesday,0.2
3643,07-01-2025 21:00,Streetlight,Open,8,Whitefield,92,12.89190971,77.51484477,0.45,22,138,Illegal parking,Email,positive,Heavy Delay,64.24,1,Q1,Tuesday,0.366666667
3644,08-02-2025 07:00,Water Leak,In Progress,12,Yelahanka,189,12.95400652,77.62286642,-0.64,21,182,Noise from bar at night,Mobile App,negative,Heavy Delay,74.26,2,Q1,Saturday,0.35
3645,13-12-2025 01:00,Graffiti,Open,15,Indiranagar,59,12.91262255,77.50371867,-0.82,15,191,Illegal parking,Mobile App,negative,Slight Delay,76.79,12,Q4,Saturday,0.25
3646,27-05-2025 00:00,Garbage,Resolved,19,Jayanagar,198,12.98629603,77.49224838,0.63,-3,192,Illegal parking,Email,positive,Early,40.56,5,Q2,Tuesday,-0.05
3647,11-02-2025 07:00,Graffiti,Open,16,Jayanagar,71,13.09671772,77.64621837,0.79,20,107,Broken footpath,Call Center,positive,Heavy Delay,81.88,2,Q1,Tuesday,0.333333333
3648,09-09-2025 23:00,Graffiti,In Progress,14,Basavanagudi,70,13.06300947,77.73424298,-0.3,1,126,Overflowing garbage,Mobile App,negative,On-Time,26.28,9,Q3,Tuesday,0.016666667
3649,09-06-2025 23:00,Garbage,In Progress,7,BTM Layout,161,12.91736858,77.62654879,-0.29,7,168,Pothole near school,Email,negative,On-Time,33.95,6,Q2,Monday,0.116666667
3650,22-02-2025 10:00,Water Leak,Resolved,8,Jayanagar,193,12.94215295,77.68873629,-0.22,1,192,Pothole near school,Mobile App,negative,On-Time,21.48,2,Q1,Saturday,0.016666667
3651,14-11-2025 01:00,Noise,In Progress,7,Indiranagar,25,13.0796584,77.50050931,0.66,16,198,Water leakage on road,Call Center,positive,Slight Delay,68.57,11,Q4,Friday,0.266666667
3652,29-12-2025 18:00,Garbage,In Progress,18,Malleshwaram,70,13.07457374,77.64626311,0.41,7,132,Illegal parking,Mobile App,positive,On-Time,41.15,12,Q4,Monday,0.116666667
3653,20-07-2025 04:00,Garbage,Resolved,6,Basavanagudi,156,12.89013201,77.66989324,-0.76,18,195,Pothole near school,Mobile App,negative,Slight Delay,77.32,7,Q3,Sunday,0.3
3654,03-01-2025 19:00,Streetlight,Resolved,19,Whitefield,146,13.05731778,77.46248436,0.27,21,184,Broken footpath,Call Center,positive,Heavy Delay,52.06,1,Q1,Friday,0.35
3655,24-08-2025 20:00,Water Leak,Open,4,Basavanagudi,63,12.92440198,77.4791493,-0.98,-2,109,Broken footpath,Mobile App,negative,Early,62.94,8,Q3,Sunday,-0.033333333
3656,06-07-2025 14:00,Garbage,Resolved,3,Koramangala,49,12.98595079,77.68447426,0.42,10,115,Graffiti on wall,Email,positive,Slight Delay,45.89,7,Q3,Sunday,0.166666667
3657,09-12-2025 02:00,Noise,In Progress,17,BTM Layout,123,12.8512746,77.58198501,0.53,19,110,Streetlight not working,Call Center,positive,Slight Delay,64.9,12,Q4,Tuesday,0.316666667
3658,27-05-2025 17:00,Pothole,Resolved,19,Yelahanka,124,13.09964755,77.5716743,0.63,22,118,Graffiti on wall,Mobile App,positive,Heavy Delay,75.04,5,Q2,Tuesday,0.366666667
3659,24-01-2025 20:00,Water Leak,In Progress,15,Basavanagudi,194,13.04027412,77.72611088,0.25,22,163,Water leakage on road,Call Center,positive,Heavy Delay,52.24,1,Q1,Friday,0.366666667
3660,23-10-2025 02:00,Streetlight,Open,6,Yelahanka,40,12.91043326,77.74758975,-0.64,9,151,Overflowing garbage,Twitter,negative,On-Time,57.71,10,Q4,Thursday,0.15
3661,23-11-2025 08:00,Graffiti,Resolved,12,Whitefield,85,13.02094872,77.67931536,0.59,7,176,Garbage not collected,Email,positive,On-Time,51.95,11,Q4,Sunday,0.116666667
3662,13-08-2025 19:00,Garbage,In Progress,19,Marathahalli,87,12.92332684,77.68777813,0.8,4,114,Pothole near school,Mobile App,positive,On-Time,60.41,8,Q3,Wednesday,0.066666667
3663,05-04-2025 02:00,Noise,Resolved,6,HSR Layout,194,12.87236395,77.5124963,0.27,4,141,Broken footpath,Email,positive,On-Time,28.61,4,Q2,Saturday,0.066666667
3664,09-09-2025 15:00,Water Leak,Resolved,11,Marathahalli,80,12.95632749,77.50766763,-0.45,-1,199,Garbage not collected,Mobile App,negative,Early,32.52,9,Q3,Tuesday,-0.016666667
3665,28-01-2025 02:00,Noise,Resolved,20,Jayanagar,4,13.00342972,77.74420484,-0.64,-2,195,Pothole near school,Twitter,negative,Early,42.54,1,Q1,Tuesday,-0.033333333
3666,28-08-2025 05:00,Noise,Resolved,20,Koramangala,34,12.87244436,77.65852752,-0.54,13,182,Pothole near school,Twitter,negative,Slight Delay,57.23,8,Q3,Thursday,0.216666667
3667,12-10-2025 22:00,Graffiti,Open,10,BTM Layout,5,12.97960157,77.65601294,-0.97,24,178,Broken footpath,Email,negative,Heavy Delay,98.2,10,Q4,Sunday,0.4
3668,18-04-2025 19:00,Streetlight,In Progress,16,BTM Layout,150,12.97871606,77.53585639,-0.98,9,137,Garbage not collected,Email,negative,On-Time,78.11,4,Q2,Friday,0.15
3669,25-11-2025 04:00,Water Leak,Resolved,18,Jayanagar,148,13.00716131,77.71594381,-0.41,3,185,Noise from bar at night,Call Center,negative,On-Time,35.63,11,Q4,Tuesday,0.05
3670,16-05-2025 22:00,Garbage,In Progress,14,Malleshwaram,103,12.91116141,77.46333212,0.85,10,148,Overflowing garbage,Mobile App,positive,Slight Delay,71.69,5,Q2,Friday,0.166666667
3671,25-02-2025 18:00,Streetlight,Open,4,Yelahanka,175,12.85516037,77.53237711,0.24,22,176,Water leakage on road,Mobile App,positive,Heavy Delay,51.64,2,Q1,Tuesday,0.366666667
3672,28-07-2025 04:00,Garbage,In Progress,12,BTM Layout,34,12.93121438,77.5040424,-0.23,-2,183,Pothole near school,Email,negative,Early,17.94,7,Q3,Monday,-0.033333333
3673,29-08-2025 20:00,Pothole,In Progress,20,Marathahalli,172,12.9496453,77.66332882,-0.98,19,148,Graffiti on wall,Call Center,negative,Slight Delay,91.9,8,Q3,Friday,0.316666667
3674,28-04-2025 19:00,Noise,Open,8,Malleshwaram,6,13.00893526,77.664605,0.98,5,178,Noise from bar at night,Twitter,positive,On-Time,72.59,4,Q2,Monday,0.083333333
3675,07-08-2025 00:00,Pothole,Resolved,7,Malleshwaram,184,13.08254297,77.61041945,-0.09,11,170,Streetlight not working,Mobile App,neutral,Slight Delay,27.47,8,Q3,Thursday,0.183333333
3676,03-04-2025 09:00,Noise,In Progress,9,Yelahanka,29,12.90084638,77.45157787,0.98,15,154,Graffiti on wall,Twitter,positive,Slight Delay,86.39,4,Q2,Thursday,0.25
3677,28-05-2025 11:00,Graffiti,In Progress,17,Jayanagar,53,13.02183341,77.7121266,0.44,-5,121,Pothole near school,Call Center,positive,Early,26.4,5,Q2,Wednesday,-0.083333333
3678,23-11-2025 21:00,Streetlight,Resolved,10,Basavanagudi,1,12.87435023,77.73667614,-0.9,3,142,Illegal parking,Mobile App,negative,On-Time,65.03,11,Q4,Sunday,0.05
3679,02-07-2025 15:00,Garbage,Resolved,3,HSR Layout,59,12.89765544,77.51069374,0.72,6,149,Pothole near school,Call Center,positive,On-Time,58.37,7,Q3,Wednesday,0.1
3680,04-05-2025 09:00,Graffiti,In Progress,8,BTM Layout,176,12.97728363,77.70266982,0.06,17,183,Illegal parking,Call Center,neutral,Slight Delay,33.94,5,Q2,Sunday,0.283333333
3681,15-05-2025 10:00,Garbage,Open,14,Indiranagar,7,13.02709439,77.74198594,-0.09,6,118,Graffiti on wall,Mobile App,neutral,On-Time,20.57,5,Q2,Thursday,0.1
3682,12-10-2025 21:00,Streetlight,Resolved,7,Marathahalli,160,13.06464213,77.54809224,0.52,4,190,Broken footpath,Twitter,positive,On-Time,43.61,10,Q4,Sunday,0.066666667
3683,20-10-2025 23:00,Water Leak,Resolved,16,Whitefield,78,13.03597586,77.50551705,0.55,3,171,Illegal parking,Twitter,positive,On-Time,44.03,10,Q4,Monday,0.05
3684,04-06-2025 20:00,Pothole,Open,18,HSR Layout,189,12.8538382,77.74326202,0.59,15,117,Broken footpath,Call Center,positive,Slight Delay,62.99,6,Q2,Wednesday,0.25
3685,23-05-2025 06:00,Pothole,In Progress,11,Yelahanka,185,13.02098283,77.46792299,0.52,20,109,Streetlight not working,Email,positive,Heavy Delay,65.68,5,Q2,Friday,0.333333333
3686,02-03-2025 08:00,Garbage,Resolved,6,Koramangala,51,13.05616443,77.53278819,0.28,24,149,Pothole near school,Call Center,positive,Heavy Delay,56.8,3,Q1,Sunday,0.4
3687,24-01-2025 18:00,Garbage,In Progress,20,BTM Layout,147,12.98138337,77.67260878,0.35,19,148,Broken footpath,Twitter,positive,Slight Delay,54.1,1,Q1,Friday,0.316666667
3688,02-05-2025 00:00,Garbage,In Progress,14,Malleshwaram,27,13.09139967,77.63520604,0.72,14,140,Noise from bar at night,Call Center,positive,Slight Delay,69.41,5,Q2,Friday,0.233333333
3689,15-04-2025 09:00,Streetlight,In Progress,13,Jayanagar,63,12.85107811,77.65535321,0.38,10,198,Water leakage on road,Call Center,positive,Slight Delay,43.49,4,Q2,Tuesday,0.166666667
3690,08-02-2025 05:00,Water Leak,Open,4,BTM Layout,188,13.05466449,77.66242746,-0.8,7,114,Graffiti on wall,Mobile App,negative,On-Time,64.55,2,Q1,Saturday,0.116666667
3691,18-10-2025 22:00,Pothole,In Progress,20,Indiranagar,61,12.93370493,77.65584327,0.29,-3,122,Graffiti on wall,Call Center,positive,Early,20.16,10,Q4,Saturday,-0.05
3692,06-11-2025 11:00,Graffiti,In Progress,20,Jayanagar,61,13.01261245,77.55267237,-0.66,12,175,Overflowing garbage,Email,negative,Slight Delay,63.05,11,Q4,Thursday,0.2
3693,22-09-2025 00:00,Noise,Resolved,11,Malleshwaram,126,13.02337047,77.54345007,-0.97,-2,126,Noise from bar at night,Email,negative,Early,62.34,9,Q3,Monday,-0.033333333
3694,11-03-2025 22:00,Streetlight,Resolved,18,Basavanagudi,45,12.92656225,77.57853996,-0.57,13,105,Garbage not collected,Email,negative,Slight Delay,59.03,3,Q1,Tuesday,0.216666667
3695,26-01-2025 15:00,Pothole,Open,1,Malleshwaram,149,13.09885612,77.69230507,-0.69,19,123,Broken footpath,Email,negative,Slight Delay,74.5,1,Q1,Sunday,0.316666667
3696,23-10-2025 06:00,Water Leak,Open,12,Basavanagudi,172,12.87581251,77.73148131,-0.8,7,185,Garbage not collected,Call Center,negative,On-Time,64.55,10,Q4,Thursday,0.116666667
3697,17-07-2025 21:00,Streetlight,Resolved,18,Basavanagudi,129,12.88925727,77.58657383,-0.57,22,108,Water leakage on road,Email,negative,Heavy Delay,71.44,7,Q3,Thursday,0.366666667
3698,27-05-2025 01:00,Graffiti,Resolved,7,Jayanagar,95,13.07304793,77.47572984,0.13,22,173,Pothole near school,Email,neutral,Heavy Delay,45.04,5,Q2,Tuesday,0.366666667
3699,08-07-2025 17:00,Pothole,Open,12,HSR Layout,91,12.87979497,77.73148956,-0.7,7,161,Pothole near school,Mobile App,negative,On-Time,58.55,7,Q3,Tuesday,0.116666667
3700,17-02-2025 07:00,Streetlight,In Progress,1,BTM Layout,44,12.94532157,77.47412846,-0.44,6,166,Graffiti on wall,Twitter,negative,On-Time,41.57,2,Q1,Monday,0.1
3701,23-12-2025 22:00,Pothole,Open,4,Indiranagar,62,13.03328555,77.49773288,0.7,18,169,Broken footpath,Mobile App,positive,Slight Delay,73.72,12,Q4,Tuesday,0.3
3702,29-10-2025 02:00,Pothole,In Progress,18,Yelahanka,61,13.04787297,77.7103034,0.78,22,189,Noise from bar at night,Email,positive,Heavy Delay,84.04,10,Q4,Wednesday,0.366666667
3703,04-08-2025 02:00,Water Leak,Resolved,15,Malleshwaram,79,13.08866729,77.61544356,-0.33,-5,177,Graffiti on wall,Twitter,negative,Early,19.8,8,Q3,Monday,-0.083333333
3704,09-01-2025 14:00,Noise,Resolved,3,BTM Layout,89,13.04739346,77.55580586,0.8,-4,199,Graffiti on wall,Mobile App,positive,Early,49.38,1,Q1,Thursday,-0.066666667
3705,23-07-2025 03:00,Water Leak,Resolved,7,Basavanagudi,112,13.0611331,77.72927291,0.17,-3,141,Garbage not collected,Call Center,neutral,Early,12.96,7,Q3,Wednesday,-0.05
3706,24-02-2025 23:00,Pothole,In Progress,6,Basavanagudi,111,13.087344,77.73815192,-0.55,16,159,Overflowing garbage,Twitter,negative,Slight Delay,61.97,2,Q1,Monday,0.266666667
3707,17-02-2025 13:00,Streetlight,Open,15,Malleshwaram,50,12.98842192,77.54922881,0.51,15,182,Garbage not collected,Mobile App,positive,Slight Delay,58.19,2,Q1,Monday,0.25
3708,12-07-2025 19:00,Graffiti,In Progress,15,Basavanagudi,41,12.93585837,77.71052724,0.84,21,147,Overflowing garbage,Mobile App,positive,Heavy Delay,86.26,7,Q3,Saturday,0.35
3709,04-11-2025 21:00,Water Leak,Open,6,Koramangala,33,13.04040329,77.65355866,0.32,15,155,Broken footpath,Email,positive,Slight Delay,46.79,11,Q4,Tuesday,0.25
3710,23-04-2025 02:00,Noise,Open,8,Yelahanka,12,12.8908854,77.53234741,-0.6,16,186,Water leakage on road,Twitter,negative,Slight Delay,64.97,4,Q2,Wednesday,0.266666667
3711,02-11-2025 03:00,Pothole,Open,8,BTM Layout,2,12.86705792,77.7324298,-0.83,7,104,Broken footpath,Email,negative,On-Time,66.35,11,Q4,Sunday,0.116666667
3712,16-05-2025 15:00,Graffiti,Resolved,1,Whitefield,107,13.04633272,77.46892073,-0.54,6,178,Graffiti on wall,Twitter,negative,On-Time,47.57,5,Q2,Friday,0.1
3713,12-12-2025 01:00,Water Leak,Open,13,Whitefield,149,13.08766784,77.54538269,-0.32,10,193,Graffiti on wall,Email,negative,Slight Delay,39.89,12,Q4,Friday,0.166666667
3714,06-08-2025 05:00,Water Leak,Resolved,13,Jayanagar,142,12.96061174,77.56887848,-0.33,8,196,Illegal parking,Twitter,negative,On-Time,37.73,8,Q3,Wednesday,0.133333333
3715,21-06-2025 04:00,Water Leak,Open,11,Malleshwaram,34,12.89028336,77.65719597,0.0,18,153,Graffiti on wall,Twitter,neutral,Slight Delay,31.72,6,Q2,Saturday,0.3
3716,06-05-2025 20:00,Water Leak,Open,4,Basavanagudi,85,12.97425524,77.46152991,0.01,8,137,Noise from bar at night,Mobile App,neutral,On-Time,18.53,5,Q2,Tuesday,0.133333333
3717,19-03-2025 09:00,Graffiti,Resolved,7,Jayanagar,192,12.94832946,77.71693307,-0.06,11,118,Graffiti on wall,Email,neutral,Slight Delay,25.67,3,Q1,Wednesday,0.183333333
3718,27-04-2025 05:00,Streetlight,Resolved,12,Marathahalli,151,12.94311848,77.64773088,-0.31,-1,168,Broken footpath,Twitter,negative,Early,24.12,4,Q2,Sunday,-0.016666667
3719,11-06-2025 11:00,Noise,In Progress,13,Whitefield,85,13.00702021,77.53250685,-0.79,0,172,Illegal parking,Twitter,negative,On-Time,54.3,6,Q2,Wednesday,0.0
3720,13-11-2025 21:00,Noise,Open,12,HSR Layout,50,12.89368393,77.64750263,-0.16,21,170,Broken footpath,Twitter,neutral,Heavy Delay,45.46,11,Q4,Thursday,0.35
3721,05-12-2025 23:00,Pothole,Resolved,16,Jayanagar,142,12.94512039,77.61107718,0.97,4,123,Broken footpath,Call Center,positive,On-Time,70.61,12,Q4,Friday,0.066666667
3722,10-09-2025 07:00,Garbage,In Progress,6,HSR Layout,106,13.06716921,77.55088273,0.31,21,179,Overflowing garbage,Twitter,positive,Heavy Delay,54.46,9,Q3,Wednesday,0.35
3723,11-06-2025 18:00,Streetlight,In Progress,14,Basavanagudi,46,13.03241627,77.45857894,-0.12,16,109,Garbage not collected,Call Center,neutral,Slight Delay,36.17,6,Q2,Wednesday,0.266666667
3724,26-10-2025 23:00,Pothole,Resolved,19,Marathahalli,118,12.86389712,77.6153302,-0.83,3,184,Water leakage on road,Twitter,negative,On-Time,60.83,10,Q4,Sunday,0.05
3725,25-10-2025 01:00,Pothole,Open,16,Basavanagudi,5,12.97847595,77.47465445,-1.0,25,120,Water leakage on road,Twitter,negative,Heavy Delay,68.68,10,Q4,Saturday,0.416666667
3726,29-07-2025 05:00,Water Leak,In Progress,4,Marathahalli,66,12.87282383,77.69305291,0.15,1,114,Pothole near school,Mobile App,neutral,On-Time,17.28,7,Q3,Tuesday,0.016666667
3727,17-07-2025 07:00,Garbage,Open,5,Marathahalli,150,13.08937411,77.4765577,0.0,-2,163,Water leakage on road,Mobile App,neutral,Early,4.14,7,Q3,Thursday,-0.033333333
3728,10-04-2025 11:00,Garbage,Open,9,Marathahalli,70,12.91116016,77.57862178,-0.96,17,112,Streetlight not working,Mobile App,negative,Slight Delay,87.94,4,Q2,Thursday,0.283333333
3729,02-10-2025 06:00,Streetlight,In Progress,3,Koramangala,108,13.08315526,77.58036554,-0.83,1,170,Pothole near school,Mobile App,negative,On-Time,58.08,10,Q4,Thursday,0.016666667
3730,02-09-2025 10:00,Garbage,Resolved,10,Marathahalli,2,13.0585021,77.6168605,-0.29,5,139,Pothole near school,Email,negative,On-Time,31.19,9,Q3,Tuesday,0.083333333
3731,17-04-2025 22:00,Pothole,Open,17,Koramangala,29,12.98784111,77.46185237,-0.72,21,107,Garbage not collected,Twitter,negative,Heavy Delay,79.06,4,Q2,Thursday,0.35
3732,10-02-2025 15:00,Garbage,Resolved,19,Basavanagudi,61,12.93407614,77.51114973,0.92,0,137,Overflowing garbage,Call Center,positive,On-Time,62.1,2,Q1,Monday,0.0
3733,28-10-2025 12:00,Garbage,In Progress,10,Koramangala,100,13.06448667,77.50985036,-0.93,10,151,Water leakage on road,Twitter,negative,Slight Delay,76.49,10,Q4,Tuesday,0.166666667
3734,22-02-2025 14:00,Noise,Open,12,BTM Layout,128,12.88819593,77.62969118,0.95,10,101,Broken footpath,Twitter,positive,Slight Delay,77.69,2,Q1,Saturday,0.166666667
3735,30-07-2025 07:00,Pothole,Resolved,7,HSR Layout,144,12.89499353,77.52909066,0.31,18,121,Illegal parking,Twitter,positive,Slight Delay,50.32,7,Q3,Wednesday,0.3
3736,04-11-2025 14:00,Graffiti,Resolved,18,Marathahalli,192,12.90618067,77.49325849,-0.19,18,103,Streetlight not working,Mobile App,neutral,Slight Delay,43.12,11,Q4,Tuesday,0.3
3737,17-09-2025 15:00,Garbage,Open,19,Indiranagar,97,12.99942422,77.45550592,0.08,23,151,Streetlight not working,Twitter,neutral,Heavy Delay,43.42,9,Q3,Wednesday,0.383333333
3738,19-05-2025 15:00,Garbage,Resolved,15,Yelahanka,97,12.92858131,77.70216345,-0.18,7,106,Streetlight not working,Twitter,neutral,On-Time,27.35,5,Q2,Monday,0.116666667
3739,23-08-2025 14:00,Water Leak,Resolved,7,Jayanagar,14,13.09729536,77.74146446,0.15,20,100,Broken footpath,Email,neutral,Heavy Delay,43.48,8,Q3,Saturday,0.333333333
3740,05-04-2025 03:00,Garbage,In Progress,12,Basavanagudi,43,12.89877826,77.6609786,-0.7,6,182,Streetlight not working,Email,negative,On-Time,57.17,4,Q2,Saturday,0.1
3741,22-02-2025 09:00,Garbage,In Progress,7,Malleshwaram,171,13.05140252,77.57381373,-0.76,23,157,Graffiti on wall,Call Center,negative,Heavy Delay,84.22,2,Q1,Saturday,0.383333333
